Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26393000,3,3,219.3,91,14.4321626,121.0452418
"2BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Nest","Divisoria, Mexico",4710000,2,2,72,121,15.0924892,120.6827977
Futura Homes Koronadal | Amber 2BR Townhouse Inner Unit for Sale in South Cotabato | Futura by Filinvest,"Purok Hurtado Concepcion, Koronadal",2683000,2,1,40.31,50.4,,
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28348000,3,3,219.3,105,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)",,28376000,3,3,219.3,106,14.4321626,121.0452418
"For Sale 3BR House and Lot in Urdaneta, Pangasinan at Camella Urdaneta | Cara 110sqm","MacArthur Hwy Anonas, Urdaneta",6286000,3,2,66,110,16.0015834,120.5760561
"L-R-1-249- Acquired Property for Sale in Lot 8, Block 12, 7th Road, Sta. Monica Heights Subdivision, Phase 1, Brgy. San Rafael, Tarlac City, Tarlac - Retail","San Rafael, Tarlac",4216700,,,169,180,15.3219543,120.5961487
"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 146sqm","Aningway Sacatihan, Subic",6810000,3,2,66,146,14.9131781,120.2282421
"4-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | BRIANA Model","Alapan II-A, Imus",6756360,4,3,110,100,14.4084522,120.8964956
"1BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Duo Work Live","Divisoria, Mexico",1635170,1,1,78.7,,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",33792000,3,3,247.4,93,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26393000,3,3,219.3,91,14.4321626,121.0452418
"RFO House and Lot For Sale in Summerfield, Antipolo City, Rizal","San Jose, Antipolo",5700000,4,3,90,78,14.5853745,121.1822801
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",32539000,3,3,247.4,93,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28348000,3,3,219.3,105,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28776000,3,3,219.3,90,14.4321626,121.0452418
2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4872000,2,1,50,88,,
3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara w/ CB 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",6319000,3,2,66,99,,
RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Marga 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4315000,2,1,46,72,,
"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 150sqm","Aningway Sacatihan, Subic",7907000,3,2,66,150,14.9131781,120.2282421
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 121sqm","Aningway Sacatihan, Subic",7421000,5,3,100,121,14.9131781,120.2282421
"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 99sqm","Aningway Sacatihan, Subic",6087000,4,3,83,99,14.9131781,120.2282421
"4BR 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",9500000,4,4,132,66,14.3152974,120.9450966
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit Facing Clubhouse (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28572000,3,3,219.3,103,14.4321626,121.0452418
For Sale 3BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Cara 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5776000,3,2,66,88,,
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90,14.4321626,121.0452418
"3BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Cocoon","Divisoria, Mexico",3190000,3,2,60,80,14.4321626,121.0452418
"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 162sqm","Aningway Sacatihan, Subic",8277000,3,2,66,162,14.9131781,120.2282421
for sale alli house and lot 2 bedroom at  camella butuan city,"Camella Prima Butuan, Barangay Ampayon, Butuan City Ampayon, Butuan",4480180,2,1,40,88,,
"2BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | APITONG","Sapang Biabas, Mabalacat",2224500,2,1,50,65,15.1987752,120.6026101
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa",31348000,3,3,247.4,92,14.4378843,121.0503212
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 132sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9584000,5,3,142,132,15.468244,120.9764138
"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 110sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7618000,5,3,100,110,15.468244,120.9764138
"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4383000,2,1,40,63,15.468244,120.9764138
"Single Storey Modern Smart House For Sale in Bayanihan, BF Homes, Paranaque City","B.F. Homes, Paranaque",31800000,4,5,,308,14.4462789,121.0274109
"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 146sqm","Aningway Sacatihan, Subic",7340000,4,3,83,146,14.9131781,120.2282421
Avida Land an Ayala land Company House and Lot in Pampanga,"Mining, Angeles",8000000,3,2,84,84,15.1451282,120.6028533
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",34016000,3,3,247.4,93,14.4321626,121.0452418
"3-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ANICA Model","San Sebastian, Kawit",2389000,3,1,50,50,14.4129793,120.8886677
"3BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA65","Bugtong Na Pulo, Lipa",4928000,3,1,65,116,13.9984308,121.1674592
"Ready For You: 2BR Townhouse (TH53) for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village at Php 63,433 monthly amortization","Bugtong Na Pulo, Lipa",4006000,2,1,53,52,13.9984308,121.1674592
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10956000,5,3,166,143,15.468244,120.9764138
"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8686000,4,3,85,141,15.468244,120.9764138
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 65sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3230000,2,1,36,65,15.468244,120.9764138
"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 89sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5772000,2,2,53,89,15.468244,120.9764138
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8732000,5,3,142,121,15.468244,120.9764138
"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana Combo 204sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10863000,4,3,85,204,15.468244,120.9764138
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2793000,2,1,36,42,15.468244,120.9764138
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3309000,2,1,36,63,15.468244,120.9764138
"3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara w/ CB 110sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6650000,3,2,66,110,15.468244,120.9764138
"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 88sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5079000,2,2,53,88,15.468244,120.9764138
"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 40sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2698000,2,1,36,40,15.468244,120.9764138
"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Elaisa","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10692000,5,3,97,121,15.468244,120.9764138
"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena EU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4263000,2,1,40,60,15.468244,120.9764138
"4-Bedroom 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",9500000,4,4,132,66,14.3152974,120.9450966
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28090000,3,3,219.3,90,14.4321626,121.0452418
"4BR 2-Storey Single Detached House and Lot for Sale in Compostela, Cebu at Amoa | Asha Model","Tamiao, Compostela",7021000,4,2,82,120,10.4382884,123.9947249
"Ready For You: Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas at Php 28,108.33 monthly amortization","Talaga, Capas",3573000,,2,66,80,15.38374425,120.5870832
"For Sale 3BR Single Attached-Complete House and Lot in Santa Maria, Bulacan at North Orchard Residences","Caysio Rd. Caysio, Santa Maria",5183808,3,2,75.26,80,14.8482305,120.969695
"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara w/ CB 99sqm","Longos, Malolos",6924000,3,2,66,99,14.87426,120.7915336
"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical Corner Unit w/ Fence","Antero Soriano Highway Sahud Ulan, Tanza",2839149,3,1,45,62,14.372626,120.8262141
"Beautiful House and Lot with 4BR for Sale in BF East Phase 6, Muntinlupa City","Cupang, Muntinlupa",43000000,4,3,400,350,14.4378843,121.0503212
4 Bedrooms Single House in Katarungan Village in Muntinlupa City,"DAANG HARI ALABANG Poblacion, Muntinlupa",13000000,4,2,219,120,,
"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena IU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3302000,2,1,40,42,15.468244,120.9764138
"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - End","Tamiao, Compostela",4389000,2,2,53,70,10.4382884,123.9947249
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",11245000,5,3,142,176,,
"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | AIRA Model","Pasong Camachile I, General Trias",5282600,3,2,80,92,14.3723207,120.8976745
"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara","Longos, Malolos",6754000,3,2,66,99,14.87426,120.7915336
"2 Storey, 2 Bedroom, House & Lot @ Praverde Residences in Dasmariñas, Cavite","Governor's Dr, 4114 Dasmarinas, Philippines Paliparan I, Dasmarinas",10746000,3,3,115,121,,
"3-Bedroom House and Lot for Sale in Pavia, Iloilo at Parc Regency Residences | PALMS Model","Ungka II, Pavia",3198000,3,2,60,100,10.7529006,122.5376029
"Ventura Real | Sapphire 2BR House for Sale in Calamba, Laguna | Futura by Filinvest","Pueblo Solana in Ciudad de Calamba Bubuyan, Calamba",4678200,2,1,62.8,88,,
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",27088000,3,3,219.3,90,14.4321626,121.0452418
"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 141sqm","MacArthur Hwy Anonas, Urdaneta",8237000,3,2,66,141,16.0015834,120.5760561
"New Fields Phase 2 | 2BR House and Lot for Sale in Teresa, Rizal | Futura by Filinvest","Manna East Dalig, Teresa",4470800,2,1,40.31,85,14.5663993,121.2157297
"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | MARGARET Model","San Sebastian, Kawit",5690000,3,2,72,100,14.4129793,120.8886677
"Ready For You: 1BR SD House and Lot (Aruna) for Sale in Compostela, Cebu at Amoa","Tamiao, Compostela",6033000,1,1,,,10.4382884,123.9947249
"2-Storey House, 5 Bedrooms in Camella Silang Terrazas| Freya","Adlas, Silang",12684000,5,3,142,174,14.2568411,120.965521
"4-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | BRIANA Model","Pasong Camachile I, General Trias",6756360,4,3,110,100,14.3723207,120.8976745
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28216000,3,3,219.3,90,14.4321626,121.0452418
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa",31111000,3,3,247.4,92,14.4378843,121.0503212
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",31111000,3,3,247.4,92,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26953000,3,3,219.3,91,14.4321626,121.0452418
Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa",32539000,3,3,247.4,93,14.4378843,121.0503212
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",34604000,3,3,247.4,94,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90,14.4321626,121.0452418
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90,14.4321626,121.0452418
"Shophouse for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",8723000,,2,99,60,15.38374425,120.5870832
"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",32568000,3,3,247.4,92,14.4321626,121.0452418
"3BR Single Attached-Complete House and Lot for Sale in Santa Maria, Bulacan at North Orchard Residences","Caysio Rd. Caysio, Santa Maria",5183808,3,2,75.26,80,14.8482305,120.969695
Futura Homes Koronadal | Amber 2BR Duplex House for Sale in South Cotabato | Futura by Filinvest,"Purok Hurtado Concepcion, Koronadal",3528200,2,1,40.31,84,,
"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 163sqm","Aningway Sacatihan, Subic",8463000,5,3,100,163,14.9131781,120.2282421
"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Criselle 73sqm","Aningway Sacatihan, Subic",3790000,2,1,40,73,14.9131781,120.2282421
"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 95sqm","Aningway Sacatihan, Subic",6060000,3,2,66,95,14.9131781,120.2282421
3-Bedroom Quadruplex House and Lot for Sale in General Trias Cavite at Minami Residences | HANNA Model,"Arnaldo Highway Santiago, General Trias",4058400,3,2,54,80,14.3443205,120.9058453
"Townhouse for Sale 2 bedroom in San Rafael, Bulacan at Primeworld Enclave","Caingin, San Rafael",1800000,2,1,46,41,14.9717467,120.9434431
RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Elaisa w/ CB 145sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8938000,5,3,97,145,,
4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7056000,4,3,83,99,,
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 198sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",12383000,5,3,166,198,,
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 202sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",11510000,5,3,142,202,,
2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Bella 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5406000,2,2,53,88,,
2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 42sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2742000,2,1,36,42,,
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",10159000,5,3,100,176,,
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8228000,5,3,100,121,,
2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 48sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",2871000,2,1,36,48,,
"Ready For You: 2BR 2-Storey Townhouse (Amita) for Sale in Compostela, Cebu at Amoa at Php 45,824 monthly amortization","Tamiao, Compostela",5049000,2,2,53,50,10.4382884,123.9947249
2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",3066000,2,1,36,63,,
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7650000,5,3,100,121,15.468244,120.9764138
"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9153000,5,3,100,141,15.468244,120.9764138
"OG 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 64sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4787000,2,1,46,64,15.468244,120.9764138
3BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Cara 99sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6497000,3,2,66,99,15.468244,120.9764138
2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5031000,2,1,50,99,,
"4BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA80","Bugtong Na Pulo, Lipa",5692000,4,2,80,100,13.9984308,121.1674592
