HouseID,Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
435,"Modern Asian Industrial House with Garden Space, Roof Deck","San Isidro, Cainta",14700000,4,3,255.0,187.0,14.6092561,121.1106377
436,"L-R-1-33- Acquired Property for Sale in Lot 1, Block 2, corner of Road Lot 4 and Road Lot 7, Sapphire Homes, Brgy. San Jose/Bintog, Plaridel, Bulacan - Retail","Bintog, Plaridel",3312600,,,144.0,105.0,14.9027084,120.8890133
437,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 98sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4540000,2,1,36.0,98.0,15.4777848,120.6140745
438,"2BR Townhouse for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Rosario Model, Appliance Bundle Promo!","President Jose P. Laurel Hwy Banaybanay Ii, San Jose",4062500,2,2,48.3,50.0,13.9184235,121.1054948
439,"BIG DISCOUNT (up to 500k)! 3BR Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model","Carsadang Bago I, Imus",5234791,3,2,75.0,80.0,14.4289186,120.928888
440,"2BR Townhouse for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Alcove","Divisoria, Mexico",2530000,2,2,48.0,45.5,14.4321626,121.0452418
441,"New Leaf | Bernice 1BR SA House for Sale in Trece Martires, Cavite | Futura by Filinvest","The Wood Estates, Brgy. Hugo Perez, Trece Martires",2149700,1,1,27.2,69.0,14.3100648,120.8721289
442,"For Sale 2BR Townhouse in San Jose, Batangas at PHINMA Maayo San Jose | Rosario Model, Appliance Bundle Promo!","President Jose P. Laurel Hwy Banaybanay Ii, San Jose",4062500,2,2,48.3,50.0,13.9184235,121.1054948
443,"2 Storey, 5 Bedrooms, House & Lot @ Praverde Residences in Dasmariñas, Cavite","Governor'S Dr, 4114 Dasmarinas, Philippines Paliparan Iii, Dasmarinas",14986000,5,3,166.0,154.0,14.3019569,120.88374
444,"Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",3060000,,2,66.0,80.0,15.38374425,120.5870832
445,"2-Bedroom 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | APITONG","Sapang Biabas, Mabalacat",2224500,2,1,50.0,65.0,15.1987752,120.6026101
446,[05365-N-315] House & Lot for sale in Roxas District at Quezon City Metro Manila,"#91 ( Lot 16 Block Lch-1 ) Waling-Waling Street Roxas District Quezon City Metro Manila Roxas, Quezon City",5000000,,,167.5,200.0,14.6959857,121.057394
447,"Claremont Phase 4 | Opal 3BR Single Attached House for Sale in Mabalacat, Pampanga | Futura by Filinvest","Santa Maria, Mabalacat",3825700,3,,53.6,88.0,15.2270079,120.5922007
448,The Elements Brand New Town House in Las Pinas City,"Metrocor-B Homes, Talon 5, Las Pinas City Talon Singko, Las Pinas",8897000,4,3,143.0,80.0,14.4235191,120.9966979
449,"3BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences","San Juan - Laiya Rd. Calubcub Ii, San Juan",12099000,3,2,100.0,200.0,13.7425627,121.4257242
450,"For Sale 3 BR Single Detached House at Montecelio Residences Concepcion, Tarlac","Alfonso, Concepcion",3340000,3,2,107.6,100.0,15.3290862,120.6394315
451,House and lot BF homes Parañaque,"B.F. Homes, Paranaque",35000000,4,6,330.0,280.0,14.4462789,121.0274109
452,"Ready For You: 3BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences at Php 250,815 monthly amortization","San Juan - Laiya Rd. Calubcub Ii, San Juan",18771000,3,2,100.0,200.0,13.7425627,121.4257242
453,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 148sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",9683000,5,3,100.0,148.0,15.4777848,120.6140745
454,"4BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences","San Juan - Laiya Rd. Calubcub Ii, San Juan",15450000,4,3,150.0,200.0,13.7425627,121.4257242
455,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 205sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7408000,2,1,36.0,205.0,15.4777848,120.6140745
456,"House and Lot with 3 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Tanglaw Model","Tugbok, Davao",8500000,3,3,74.3,80.0,7.1035383,125.4948467
457,"Brand New 3 br Full furnished Beachhouse in San Juan, Laiya Batangas","Calubcub Ii, San Juan",30000000,3,3,337.0,312.0,13.7367475,121.420371
458,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8229000,4,3,85.0,121.0,15.4777848,120.6140745
459,"Brand New Duplex House For Sale in Las Piñas. 4 Bedroom, Furnished","Pamplona Tres, Las Pinas",,4,4,160.0,91.5,14.4498228,120.9782887
460,"Sandia Homes | Bernice SA 1BR House for Sale in Tanauan, Batangas | Futura by Filinvest","Cale, Tanauan",1496900,1,1,27.2,60.0,14.1177207,121.0940992
461,"5BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Sierra Village, SA150","Bugtong Na Pulo, Lipa",9841000,5,3,150.0,150.0,13.9984308,121.1674592
462,"RFO 1BR 2-Storey Rowhouse for Sale at Marytown Place in Santa Maria, Bulacan | B1 L23 (ROSE-INNER)","Santa Maria-San Jose Rd. Bulac, Santa Maria",1675000,1,1,44.0,40.0,14.8279751,121.0003891
463,Modern Industrial House for sale in Antipolo boundary of Marikina,"Cupang, Antipolo",17890000,4,3,246.0,121.0,14.6360063,121.1240475
464,"Townhouse For Sale in The Alcove at Palmera Homes, Quezon City - Resort Style","Santa Monica, Quezon City",18287829,3,3,176.0,79.0,14.7252015,121.043347
465,"3BR Single Attached-Complete House and Lot for Sale in Santa Maria, Bulacan | North Orchard Residences","Caysio Rd. Caysio, Santa Maria",5183808,3,2,75.3,80.0,14.8482305,120.969695
466,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 118sqm","Aningway Sacatihan, Subic",6249000,3,2,66.0,118.0,14.9131781,120.2282421
467,For Sale: BF Resort Village House - Ready for Move In!,"Almanza Dos, Las Pinas",18000000,4,3,382.0,192.0,14.42473245,121.0145735
468,"RFO 2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 96sqm","Macarthur Hwy Anonas, Urdaneta",5442000,2,2,53.0,96.0,16.0015834,120.5760561
469,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara w/ CB 104sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",6346000,3,2,66.0,104.0,15.4777848,120.6140745
470,"3BR Single Detached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Sierra Village, SD103","Bugtong Na Pulo, Lipa",7367000,3,2,103.0,132.0,13.9984308,121.1674592
471,"Duplex House and Lot Back to Back for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",3192000,,2,75.0,90.0,15.38374425,120.5870832
472,"5BR Single Detached House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga","Eden, Mexico",6311000,5,3,107.0,141.0,15.1262529,120.6580131
473,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 99sqm","Aningway Sacatihan, Subic",5706000,3,2,66.0,99.0,14.9131781,120.2282421
474,"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | GABRIELLE Model","San Sebastian, Kawit",6650000,3,2,84.0,120.0,14.4129793,120.8886677
475,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ezabelle 74sqm","Aningway Sacatihan, Subic",3984000,2,1,46.0,74.0,14.9131781,120.2282421
476,Charming Loyola Grand Villas House and Lot for Sale in Quezon City,"Matandang Balara, Quezon City",110000000,12,12,1200.0,1000.0,14.6716797,121.0745345
477,For Sale | Spacious 3-story Townhouse | Ametta Place | Pasig,"Mercedes Ave, Pasig, 1600 Metro Manila 14.566745440863722, 121.09773643837426 San Miguel, Pasig",19500000,3,3,183.0,110.0,14.5693109,121.0810435
478,Prime Single House and Lot for Sale in Greenwoods Executive Village Cainta Pasig,"Olive St, 1900 Cainta, Philippines San Juan, Cainta",18000000,6,4,244.0,158.0,14.5522068,121.1039604
479,"For Sale Two (2) Storey Townhouse with Roofdeck in Cupang, Antipolo","21 Stirrup St., Rancho Estate 2 Subd., Cupang, Antipolo City Concepcion Dos, Marikina",10900000,5,3,180.0,120.0,14.6400469,121.1272474
480,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 110sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7201000,4,3,83.0,110.0,15.4777848,120.6140745
481,"Erin Model House for Sale at Averdeen Estates NUVALI in Calamba City, Laguna","Laguerta, Calamba",,3,2,95.0,169.0,14.1727369,121.0852575
482,Old two-storey residential house For Sale Located at  Urdanenta  City,"San Vicente, Urdaneta",4000000,3,2,60.0,247.0,15.9823552,120.5799421
483,"Hanna Model SF House For Sale in Camella Sierra Metro East, Antipolo City","Dalig, Antipolo",,3,2,60.0,121.0,14.5730447,121.1864717
484,3 Bedroom House For Sale at Camella Urdanenta,"Anonas, Urdaneta",6728000,3,2,66.0,99.0,15.9980269,120.5754414
485,House For Sale Located at Camella Urdanenta City,"Anonas, Urdaneta",8116000,4,3,83.0,121.0,15.9980269,120.5754414
486,"Townhouse For Sale at Jade Residences, Malagasang, Imus, Cavite","Malagasang I-C, Imus",2688000,2,1,50.0,60.0,14.3905436,120.9273746
487,"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | AIRA Model","San Sebastian, Kawit",5282600,3,2,80.0,92.0,14.4129793,120.8886677
488,For sale Preselling 2 Storey Modern Samantha 5 Bedrooms House in Muntinlupa,"Tunasan, Muntinlupa",16884800,5,3,195.0,240.0,14.3801129,121.0514828
489,"5 Bedroom House For Sale at Camella Urdaneta City, Pangasinan","Anonas, Urdaneta",11576000,5,3,166.0,154.0,15.9980269,120.5754414
490,Advance Construction 5-Bedrooms House and Lot near Koronadal New Public Terminal,"Robredo Street San Isidro, Koronadal",10793502,5,3,166.0,143.0,6.4803979,124.8538871
491,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 66sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",3900000,2,1,40.0,66.0,15.4777848,120.6140745
492,"2 3 Bedroom House For Sale Locatee at Camella Urdanenta City,","Anonas, Urdaneta",6728000,3,2,66.0,99.0,15.9980269,120.5754414
493,"2BR Single Attached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",3957188,2,2,75.0,135.0,15.4799841,120.9920413
494,"3 Bedrooms with Balcony for Sale in Alta Eminenza San Jose Del Monte, Bulacan","Bayani Rd, 3023 San Jose Del Monte, Philippines Tungkong Mangga, San Jose Del Monte",5295000,3,1,102.0,63.0,14.8055218,121.0694935
495,2 Bedroom Single Attached at Mirasville Malasiqui,"Banawang, Malasiqui",2250000,2,1,56.0,54.0,15.922827,120.4243958
496,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 121sqm","Macarthur Hwy Anonas, Urdaneta",6079000,3,2,66.0,121.0,16.0015834,120.5760561
497,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 142sqm","Macarthur Hwy Anonas, Urdaneta",8271000,3,2,66.0,142.0,16.0015834,120.5760561
498,"BTS 3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 117sqm","Macarthur Hwy Anonas, Urdaneta",8158000,3,2,66.0,117.0,16.0015834,120.5760561
499,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 121sqm","Macarthur Hwy Anonas, Urdaneta",7474000,3,2,66.0,121.0,16.0015834,120.5760561
500,"Futura Homes San Pedro | 3BR Iris House and Lot for Sale in San Pedro, Laguna | Futura by Filinvest","San Vicente Rd. San Vicente, San Pedro",10152900,3,2,,150.0,14.3556159,121.0479804
501,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 157sqm","Macarthur Hwy Anonas, Urdaneta",9431000,4,3,83.0,157.0,16.0015834,120.5760561
502,"For Sale 4BR House and Lot in Urdaneta, Pangasinan at Camella Urdaneta | Dana 110sqm","Macarthur Hwy Anonas, Urdaneta",6928000,4,3,85.0,110.0,16.0015834,120.5760561
503,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 154sqm","Macarthur Hwy Anonas, Urdaneta",10653000,5,3,142.0,154.0,16.0015834,120.5760561
504,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 132sqm","Macarthur Hwy Anonas, Urdaneta",9987000,5,3,142.0,132.0,16.0015834,120.5760561
505,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ella 145sqm","Macarthur Hwy Anonas, Urdaneta",7755000,5,3,100.0,145.0,16.0015834,120.5760561
506,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 154sqm","Macarthur Hwy Anonas, Urdaneta",11576000,5,3,166.0,154.0,16.0015834,120.5760561
507,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 133sqm","Macarthur Hwy Anonas, Urdaneta",10022000,5,3,142.0,133.0,16.0015834,120.5760561
508,"Valle Dulce | 1BR Bernice SA House and Lot for Sale in Calamba, Laguna | Futura by Filinvest","Pueblo Solana, Ciudad De Calamba Bubuyan, Calamba",1740000,1,1,29.2,70.0,14.1667422,121.1063562
509,"RFO 3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 89sqm","Macarthur Hwy Anonas, Urdaneta",5465000,3,2,66.0,89.0,16.0015834,120.5760561
510,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 125sqm","Macarthur Hwy Anonas, Urdaneta",7685000,3,2,66.0,125.0,16.0015834,120.5760561
511,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 101sqm","Macarthur Hwy Anonas, Urdaneta",6796000,3,2,66.0,101.0,16.0015834,120.5760561
512,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 100sqm","Macarthur Hwy Anonas, Urdaneta",6762000,3,2,66.0,100.0,16.0015834,120.5760561
513,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 100sqm","Macarthur Hwy Anonas, Urdaneta",6007000,3,2,66.0,100.0,16.0015834,120.5760561
514,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 174sqm","Macarthur Hwy Anonas, Urdaneta",10017000,4,3,83.0,174.0,16.0015834,120.5760561
515,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 246sqm","Macarthur Hwy Anonas, Urdaneta",9671000,4,3,85.0,246.0,16.0015834,120.5760561
516,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 110sqm","Macarthur Hwy Anonas, Urdaneta",8259000,4,3,85.0,110.0,16.0015834,120.5760561
517,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 99sqm","Macarthur Hwy Anonas, Urdaneta",7820000,4,3,85.0,99.0,16.0015834,120.5760561
518,"44 sqm House and lot for sale in Bloomfield Terraces, Morong, Rizal | PAG-IBIG","Morong, Calabarzon, Philippines Morong",1600000,2,1,44.0,36.0,14.5343846,121.1527061
519,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 168sqm","Macarthur Hwy Anonas, Urdaneta",12160000,5,3,166.0,168.0,16.0015834,120.5760561
520,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 121sqm","Macarthur Hwy Anonas, Urdaneta",6721000,4,3,85.0,121.0,16.0015834,120.5760561
521,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 172sqm","Macarthur Hwy Anonas, Urdaneta",9948000,4,3,83.0,172.0,16.0015834,120.5760561
522,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 142sqm","Macarthur Hwy Anonas, Urdaneta",8914000,4,3,83.0,142.0,16.0015834,120.5760561
523,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 130sqm","Macarthur Hwy Anonas, Urdaneta",8500000,4,3,83.0,130.0,16.0015834,120.5760561
524,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ella 246sqm","Macarthur Hwy Anonas, Urdaneta",10050000,5,3,100.0,246.0,16.0015834,120.5760561
525,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 110sqm","Macarthur Hwy Anonas, Urdaneta",7617000,3,2,66.0,110.0,16.0015834,120.5760561
526,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 96sqm","Macarthur Hwy Anonas, Urdaneta",5896000,3,2,66.0,96.0,16.0015834,120.5760561
527,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 157sqm","Macarthur Hwy Anonas, Urdaneta",8788000,3,2,66.0,157.0,16.0015834,120.5760561
528,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 172sqm","Macarthur Hwy Anonas, Urdaneta",9306000,3,2,66.0,172.0,16.0015834,120.5760561
529,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 153sqm","Macarthur Hwy Anonas, Urdaneta",8558000,3,2,66.0,153.0,16.0015834,120.5760561
530,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 246sqm","Macarthur Hwy Anonas, Urdaneta",9029000,3,2,66.0,246.0,16.0015834,120.5760561
531,"RFO 2BR Townhouse for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Margarita EU","Macarthur Hwy Anonas, Urdaneta",4219000,2,1,46.0,56.0,16.0015834,120.5760561
532,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 141sqm","Macarthur Hwy Anonas, Urdaneta",8879000,4,3,83.0,141.0,16.0015834,120.5760561
533,"RFO 2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ezabelle 63sqm","Macarthur Hwy Anonas, Urdaneta",4948000,2,1,46.0,63.0,16.0015834,120.5760561
534,"BTS 5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 174sqm","Macarthur Hwy Anonas, Urdaneta",13459000,5,3,166.0,174.0,16.0015834,120.5760561
535,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 143sqm","Macarthur Hwy Anonas, Urdaneta",10367000,5,3,142.0,143.0,16.0015834,120.5760561
536,"BTS 5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 157sqm","Macarthur Hwy Anonas, Urdaneta",11940000,5,3,142.0,157.0,16.0015834,120.5760561
537,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 158sqm","Macarthur Hwy Anonas, Urdaneta",9370000,4,3,83.0,158.0,16.0015834,120.5760561
538,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 121sqm","Macarthur Hwy Anonas, Urdaneta",8116000,4,3,83.0,121.0,16.0015834,120.5760561
539,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 130sqm","Macarthur Hwy Anonas, Urdaneta",7857000,3,2,66.0,130.0,16.0015834,120.5760561
540,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 99sqm","Macarthur Hwy Anonas, Urdaneta",6728000,3,2,66.0,99.0,16.0015834,120.5760561
541,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 140sqm","Macarthur Hwy Anonas, Urdaneta",8202000,3,2,66.0,140.0,16.0015834,120.5760561
542,"BTS 5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 143sqm","Macarthur Hwy Anonas, Urdaneta",11286000,5,3,142.0,143.0,16.0015834,120.5760561
543,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 174sqm","Macarthur Hwy Anonas, Urdaneta",11483000,5,3,166.0,174.0,16.0015834,120.5760561
544,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 161sqm","Macarthur Hwy Anonas, Urdaneta",10987000,5,3,142.0,161.0,16.0015834,120.5760561
545,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 140sqm","Macarthur Hwy Anonas, Urdaneta",8845000,4,3,83.0,140.0,16.0015834,120.5760561
546,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 125sqm","Macarthur Hwy Anonas, Urdaneta",8328000,4,3,83.0,125.0,16.0015834,120.5760561
547,"BTS 2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ezabelle 63sqm","Macarthur Hwy Anonas, Urdaneta",4998000,2,1,46.0,63.0,16.0015834,120.5760561
548,"Brand New Modern 3 Storey House and Lot In BF Resort Village, Las Piñas City","Almanza Dos, Las Pinas",24300000,4,5,338.0,196.0,14.42473245,121.0145735
549,"Affordable House and Lot For Sale near Ayala Alabang, Muntinlupa City","Alabang, Muntinlupa",10840000,3,3,140.0,240.0,14.4185637,121.0447216
550,Rush Resale House and Lot In Nuvali Below Market Price Avida Woodhill Settings,"Canlubang, Calamba",6800000,2,1,52.0,130.0,14.2160319,121.1080378
551,"4 Bedroom Bungalow House For Sale in Sun Valley, Parañaque City","Sun Valley, Paranaque",19500000,4,4,250.0,430.0,14.4888415,121.0325173
