Symbol,Name,Sector,industry
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,n/a,n/a
DX,"Dynex Capital, Inc.",Consumer Services,Real Estate Investment Trusts
DX^B,"Dynex Capital, Inc.",n/a,n/a
DX^C,"Dynex Capital, Inc.",n/a,n/a
DXC,DXC Technology Company,Technology,EDP Services
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments
DXF,Dunxin Financial Holdings Limited,Finance,Finance: Consumer Services
DXGE,WisdomTree Germany Hedged Equity Fund,n/a,n/a
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,n/a,n/a
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components
DXR,Daxor Corporation,Health Care,Medical/Dental Instruments
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings
DY,"Dycom Industries, Inc.",Basic Industries,Water Supply
DYAI,"Dyadic International, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment
E,ENI S.p.A.,Energy,Oil & Gas Production
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
EAB,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central
EAD,Wells Fargo Income Opportunities Fund,n/a,n/a
EAE,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central
EAF,GrafTech International Ltd.,Energy,Industrial Machinery/Components
EAI,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central
EARN,Ellington Residential Mortgage REIT,Consumer Services,Real Estate Investment Trusts
EARS,Auris Medical Holding Ltd.,Health Care,Major Pharmaceuticals
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
EAT,"Brinker International, Inc.",Consumer Services,Restaurants
EB,"Eventbrite, Inc.",Technology,"Computer Software: Programming, Data Processing"
EBAY,eBay Inc.,Miscellaneous,Business Services
EBAYL,eBay Inc.,Miscellaneous,Business Services
EBF,"Ennis, Inc.",Consumer Services,Office Equipment/Supplies/Services
EBIX,"Ebix, Inc.",Technology,EDP Services
EBIZ,Global X E-commerce ETF,n/a,n/a
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a
EBS,"Emergent Biosolutions, Inc.",Health Care,Major Pharmaceuticals
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks
EBTC,Enterprise Bancorp Inc,Finance,Major Banks
EC,Ecopetrol S.A.,Energy,Oil & Gas Production
ECC           ,Eagle Point Credit Company Inc.,n/a,n/a
ECCB,Eagle Point Credit Company Inc.,n/a,n/a
ECCX,Eagle Point Credit Company Inc.,n/a,n/a
ECCY,Eagle Point Credit Company Inc.,n/a,n/a
ECF,Ellsworth Growth and Income Fund Ltd.,n/a,n/a
ECF^A,Ellsworth Growth and Income Fund Ltd.,n/a,n/a
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing
ECL,Ecolab Inc.,Basic Industries,Package Goods/Cosmetics
ECOL,"US Ecology, Inc.",Public Utilities,Environmental Services
ECOLW,"US Ecology, Inc.",Public Utilities,Environmental Services
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software
ECOR,"electroCore, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,n/a,n/a
ECPG,Encore Capital Group Inc,Finance,Finance Companies
ECT,ECA Marcellus Trust I,Energy,Oil & Gas Production
ED,Consolidated Edison Inc,Public Utilities,Power Generation
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",n/a,n/a
EDF,Stone Harbor Emerging Markets Income Fund,n/a,n/a
EDI,Stone Harbor Emerging Markets Total Income Fund,n/a,n/a
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Public Utilities,Electric Utilities: Central
EDNT,"Edison Nation, Inc.",Consumer Non-Durables,Recreational Products/Toys
EDRY,EuroDry Ltd.,Consumer Services,Marine Transportation
EDSA,"Edesa Biotech, Inc.",Health Care,Major Pharmaceuticals
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties
EE,El Paso Electric Company,Public Utilities,Electric Utilities: Central
EEA,"European Equity Fund, Inc. (The)",n/a,n/a
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service
EEMA,iShares MSCI Emerging Markets Asia ETF,n/a,n/a
EEX,"Emerald Holding, Inc.",Miscellaneous,Business Services
EFAS,Global X MSCI SuperDividend EAFE ETF,n/a,n/a
EFC,Ellington Financial Inc.,Finance,Real Estate
EFC^A,Ellington Financial Inc.,n/a,n/a
EFF,Eaton vance Floating-Rate Income Plus Fund,n/a,n/a
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,n/a,n/a
EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund,n/a,n/a
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
EFT,Eaton Vance Floating Rate Income Trust,n/a,n/a
EFX,"Equifax, Inc.",Finance,Finance: Consumer Services
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks
EGF,"Blackrock Enhanced Government Fund, Inc",n/a,n/a
EGHT,8x8 Inc,Technology,EDP Services
EGHT,8x8 Inc,Technology,EDP Services
EGIF,Eagle Growth and Income Opportunities Fund,n/a,n/a
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals
EGOV,NIC Inc.,Miscellaneous,Business Services
EGP,"EastGroup Properties, Inc.",Consumer Services,Real Estate Investment Trusts
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EGY,"VAALCO Energy, Inc. ",Energy,Oil & Gas Production
EH,EHang Holdings Limited,Transportation,Air Freight/Delivery Services
EHC,Encompass Health Corporation,Health Care,Hospital/Nursing Management
EHI,Western Asset Global High Income Fund Inc,n/a,n/a
EHR,"Energy Hunter Resources, Inc.",n/a,n/a
EHT,Eaton Vance High Income 2021 Target Term Trust,n/a,n/a
EHTH,"eHealth, Inc.",Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc.,n/a,n/a
EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund,n/a,n/a
EIX,Edison International,Public Utilities,Electric Utilities: Central
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics
ELA,Envela Corporation,Consumer Services,Consumer Specialties
ELAN,Elanco Animal Health Incorporated,Health Care,Major Pharmaceuticals
ELAT,Elanco Animal Health Incorporated,Health Care,Major Pharmaceuticals
ELC,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central
ELF,"e.l.f. Beauty, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments
ELJ,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central
ELLO,Ellomay Capital Ltd.,Public Utilities,Electric Utilities: Central
ELMD,"Electromed, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components
ELTK,Eltek Ltd.,Technology,Electrical Products
ELU,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central
ELVT,"Elevate Credit, Inc.",Finance,Finance: Consumer Services
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys
EMAN,eMagin Corporation,Technology,Semiconductors
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,n/a,n/a
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,n/a,n/a
EMCF,Emclaire Financial Corp,Finance,Major Banks
EMD,Western Asset Emerging Markets Debt Fund Inc,n/a,n/a
EME,"EMCOR Group, Inc.",Capital Goods,Engineering & Construction
EMF,Templeton Emerging Markets Fund,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,n/a
EMKR,EMCORE Corporation,Technology,Semiconductors
EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,n/a,n/a
EMP,"Entergy Mississippi, LLC",Public Utilities,Electric Utilities: Central
EMR,Emerson Electric Company,Energy,Consumer Electronics/Appliances
EMX,EMX Royalty Corporation,Basic Industries,Precious Metals
EMXC,iShares MSCI Emerging Markets ex China ETF,n/a,n/a
ENB,Enbridge Inc,Energy,Natural Gas Distribution
ENBA,Enbridge Inc,Energy,Natural Gas Distribution
ENBL,"Enable Midstream Partners, LP",Public Utilities,Natural Gas Distribution
ENDP,Endo International plc,Health Care,Major Pharmaceuticals
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
ENIA,Enel Americas S.A.,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A.,Public Utilities,Electric Utilities: Central
ENJ,"Entergy New Orleans, LLC",Public Utilities,Power Generation
ENLC,"EnLink Midstream, LLC",Public Utilities,Natural Gas Distribution
ENLV,Enlivex Therapeutics Ltd.,Health Care,Major Pharmaceuticals
ENO,"Entergy New Orleans, LLC",Public Utilities,Power Generation
ENOB,"Enochian Biosciences, Inc.",Health Care,Major Pharmaceuticals
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
ENR,"Energizer Holdings, Inc.",Miscellaneous,Industrial Machinery/Components
ENR^A,"Energizer Holdings, Inc.",n/a,n/a
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management
ENSV,ENSERVCO Corporation,Energy,Oilfield Services/Equipment
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENV,"Envestnet, Inc",Miscellaneous,Business Services
ENVA,"Enova International, Inc.",Finance,Finance: Consumer Services
ENX,Eaton Vance New York Municipal Bond Fund,n/a,n/a
ENZ,"Enzo Biochem, Inc.",Health Care,Medical Specialities
ENZL,iShares MSCI New Zealand ETF,n/a,n/a
EOD,Wells Fargo Global Dividend Opportunity Fund,n/a,n/a
EOG,"EOG Resources, Inc.",Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund,n/a,n/a
EOLS,"Evolus, Inc.",Health Care,Major Pharmaceuticals
EOS,Eaton Vance Enhanced Equity Income Fund II,n/a,n/a
EOT,Eaton Vance Municipal Income Trust,n/a,n/a
EP^C,El Paso Corporation,Public Utilities,Natural Gas Distribution
EPAC,Enerpac Tool Group Corp.,Technology,Industrial Machinery/Components
EPAM,"EPAM Systems, Inc.",Technology,EDP Services
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
EPC,Edgewell Personal Care,Consumer Non-Durables,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution
EPIX,ESSA Pharma Inc.,Health Care,Major Pharmaceuticals
EPM,"Evolution Petroleum Corporation, Inc.",Energy,Oil & Gas Production
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts
EPR^C,EPR Properties,n/a,n/a
EPR^E,EPR Properties,n/a,n/a
EPR^G,EPR Properties,n/a,n/a
EPRT,"Essential Properties Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
EPSN,Epsilon Energy Ltd.,Energy,Oil & Gas Production
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals
EQ,"Equillium, Inc.",Health Care,Major Pharmaceuticals
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks
EQC,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts
EQC^D,Equity Commonwealth,n/a,n/a
EQH,"Equitable Holdings, Inc.",Finance,Specialty Insurers
EQH^A,"Equitable Holdings, Inc.",n/a,n/a
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts
EQNR,Equinor ASA,Energy,Integrated oil Companies
EQR,Equity Residential,Consumer Services,Real Estate Investment Trusts
EQRR,ProShares Equities for Rising Rates ETF,n/a,n/a
EQS,"Equus Total Return, Inc.",n/a,n/a
EQT,EQT Corporation,Energy,Oil & Gas Production
EQX,Equinox Gold Corp.,Basic Industries,Precious Metals
ERC,Wells Fargo Multi-Sector Income Fund,n/a,n/a
ERF,Enerplus Corporation,Energy,Oil & Gas Production
ERH,Wells Fargo Utilities and High Income Fund,n/a,n/a
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,Finance,Specialty Insurers
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
ERJ,Embraer S.A.,Capital Goods,Aerospace
EROS,Eros International PLC,Consumer Services,Movies/Entertainment
ERYP,Erytech Pharma S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ES,Eversource Energy,Public Utilities,Electric Utilities: Central
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys
ESE,ESCO Technologies Inc.,Capital Goods,Telecommunications Equipment
ESEA,Euroseas Ltd.,Transportation,Marine Transportation
ESG,FlexShares Trust,n/a,n/a
ESGD,iShares ESG MSCI EAFE ETF,n/a,n/a
ESGE,iShares ESG MSCI EM ETF,n/a,n/a
ESGG,FlexShares Trust,n/a,n/a
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited,Finance,Property-Casualty Insurers
ESGU,iShares ESG MSCI USA ETF,n/a,n/a
ESI,Element Solutions Inc.,Basic Industries,Major Chemicals
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical
ESNT,Essent Group Ltd.,Finance,Property-Casualty Insurers
ESP,Espey Mfg. & Electronics Corp.,Capital Goods,Industrial Machinery/Components
ESPO,VanEck Vectors Video Gaming and eSports ETF,n/a,n/a
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
ESS,"Essex Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts
ESSA,"ESSA Bancorp, Inc.",Finance,Banks
ESSC,East Stone Acquisition Corporation,Finance,Business Services
ESSCR,East Stone Acquisition Corporation,Finance,Business Services
ESSCU,East Stone Acquisition Corporation,Finance,Business Services
ESSCW,East Stone Acquisition Corporation,Finance,Business Services
ESTA,Establishment Labs Holdings Inc.,Health Care,Industrial Specialties
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software
ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas Production
ESXB,Community Bankers Trust Corporation.,Finance,Major Banks
ET,Energy Transfer L.P.,Public Utilities,Natural Gas Distribution
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,n/a,n/a
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,n/a,n/a
ETH,Ethan Allen Interiors Inc.,Consumer Durables,Home Furnishings
ETI^,Entergy Texas Inc,n/a,n/a
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,n/a,n/a
ETM,Entercom Communications Corp.,Consumer Services,Broadcasting
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components
ETNB,"89bio, Inc.",Health Care,Major Pharmaceuticals
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,n/a,n/a
ETON,"Eton Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ETP^C,"Energy Transfer Operating, L.P.",n/a,n/a
ETP^D,"Energy Transfer Operating, L.P.",n/a,n/a
ETP^E,"Energy Transfer Operating, L.P.",n/a,n/a
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation,Public Utilities,Natural Gas Distribution
ETSY,"Etsy, Inc.",Miscellaneous,Business Services
ETTX,Entasis Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals
ETV,Eaton Vance Corporation,n/a,n/a
ETW,Eaton Vance Corporation,n/a,n/a
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,n/a,n/a
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,n/a,n/a
EURN,Euronav NV,Transportation,Marine Transportation
EV,Eaton Vance Corporation,Finance,Investment Managers
EVA,"Enviva Partners, LP",Basic Industries,Forest Products
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software
EVBN,"Evans Bancorp, Inc.",Finance,Major Banks
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing"
EVF,Eaton Vance Senior Income Trust,n/a,n/a
EVFM,"Evofem Biosciences, Inc.",Health Care,Major Pharmaceuticals
EVG,Eaton Vance Short Diversified Income Fund,n/a,n/a
EVGBC,Eaton Vance NextShares Trust,n/a,n/a
EVGN,Evogene Ltd.,Basic Industries,Agricultural Chemicals
EVH,"Evolent Health, Inc",Consumer Services,Other Consumer Services
EVI,"EVI Industries, Inc.",Consumer Services,Other Consumer Services
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,Apparel
EVLMC,Eaton Vance NextShares Trust II,n/a,n/a
EVLO,"Evelo Biosciences, Inc.",Health Care,Major Pharmaceuticals
EVM,Eaton Vance California Municipal Bond Fund,n/a,n/a
EVN,Eaton Vance Municipal Income Trust,n/a,n/a
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
