address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Wandsworth Road, London, SW8",SW8,3235,2700,Long term,Furnished,Ask agent,Flat,1,1,687 sq ft,0.3,3
"Worship Street, Spitalfields, EC2A 2FE – 2 Bedrooms Flat",,5499,6345,Long term,Part furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Tillermans Court, Greenford, Middlesex, UB6",UB6,2317,0,Long term,Unfurnished,Ask agent,Apartment,2,2,916 sq ft,0.6,3
"Peel Road, Wembley, Greater London, HA9",HA9,875,0,Long term,Furnished,Ask agent,,1,,Ask agent,0.2,2
"Wandsworth Road, London, SW8",SW8,3399,3300,Long term,Furnished,Ask agent,Flat,2,2,966 sq ft,0.3,3
"Prytaneum Court, Palmers Green, N13",N13,1900,2192,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.6,3
"South Cottage Gardens, Chorleywood",,3500,4038,Long term,Unfurnished,Ask agent,Detached,4,2,Ask agent,1.6,3
Cornelia House,,2700,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.8,3
"Mercantile House, Market Square, Uxbridge, UB8",UB8,1176,1356,Long term,Furnished,Ask agent,Studio,,1,399 sq ft,1.2,3
"Ealing, London, W5",,1500,0,Long term,Furnished,Ask agent,Studio,,,Ask agent,0.4,3
"Saxon House, 1 Thrawl Street, London, E1",,3300,3807,Long term,Part furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Hanover Gate Mansions, Park Road, NW1",NW1,2300,2307,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Eaton Place, Belgravia, London, SW1X",SW1X,9512,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Egerton Place, London, SW3",SW3,3445,3975,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.4,3
Roundwood Road London NW10 9TU,,1925,2221,Long term,Part furnished,Ask agent,Flat,2,2,Ask agent,0.6,3
"1 Big Hill, Clapton, Hackney, London, E5",,1850,2134,Long term,Part furnished,Ask agent,Apartment,1,1,Ask agent,0.7,3
"Ebury Street, Belgravia, SW1W",SW1W,11050,15300,Long term,Ask agent,Ask agent,Terraced,4,3,Ask agent,0.4,3
"Trinity Square, 23-59 Staines Road, Hounslow, Greater London, TW3",TW3,1600,1840,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Exploration Way, Slough, SL1",SL1,1450,0,,Unfurnished,Ask agent,Apartment,1,1,Ask agent,1.5,3
"76 Station Road, Hayes, UB3",UB3,1750,2019,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,1.4,3
"Wandsworth Road, London, SW8",SW8,3499,3300,Long term,Furnished,Ask agent,Flat,2,2,938 sq ft,0.3,3
"Walton Way, Acton, W3",,3500,4038,Long term,Unfurnished,Ask agent,Semi-Detached,4,2,Ask agent,0.4,3
"Chandos Road, London, NW2",NW2,2250,2596,Long term,Furnished,Ask agent,Flat,2,1,635 sq ft,0.5,3
"Holloway Road, Islington, London, N7",,2000,2394,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.6,3
Flat 23 50-52 St Quintin Avenue,,1395,1609,Long term,Ask agent,Ask agent,Studio,,1,189 sq ft,0.5,3
"Uxbridge Road, Hayes, Greater London, UB4",UB4,2400,0,Long term,Ask agent,Ask agent,Semi-Detached,3,2,Ask agent,1.6,3
"Romney House, Marsham Street, SW1P",SW1P,2817,3250,Long term,Furnished,Ask agent,Apartment,2,1,524 sq ft,0.4,3
"Ashford, Sunbury, TW15",TW15,2500,2884,Long term,Unfurnished,Ask agent,Detached Bungalow,3,1,Ask agent,1.3,3
"Acorn Lodge, Lye Lane",,850,980,Long term,Unfurnished,Ask agent,Flat,1,1,258 sq ft,0.8,3
"Holloway Road, Holloway, London, N7",,4000,3750,Long term,Furnished,Ask agent,Apartment,4,2,Ask agent,0.3,3
"St. Cuthberts Road, Kilburn, NW2",NW2,2700,0,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Peters Lodge, Stonegrove, Edgware, HA8",HA8,2300,2653,Long term,Unfurnished,Ask agent,Flat,3,2,Ask agent,0.7,3
"Bell Lane,London,NW4",NW4,1100,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.8,3
Adelaide Road London NW3,,3650,0,Long term,Furnished,Ask agent,Flat,4,2,Ask agent,0.2,3
"Spring Street, London, W2",,2492,0,Long term,Furnished,Ask agent,Flat,1,,363 sq ft,0.3,3
"Deerhurst Road, London, NW2",NW2,1582,1904,Long term,Furnished,Ask agent,Ground Flat,1,1,Ask agent,0.4,3
"Wandsworth Road, London, SW8",SW8,3649,3300,Long term,Furnished,Ask agent,Flat,2,2,"1,089 sq ft",0.3,3
"Glebe Way, Twickenham",,2250,0,Long term,Ask agent,Ask agent,End of Terrace,3,2,Ask agent,1,3
"Regal House, Lensbury Avenue, London, SW6",SW6,3012,3475,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.6,3
"Ashlar Court, Ravenscourt Gardens, Hammersmith W6",,1700,1961,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Dudley Road, Harrow, HA2",HA2,2300,0,Long term,Part furnished,Ask agent,Semi-Detached,3,1,Ask agent,0.6,3
"Alexander Road, Islington, N19",N19,1192,980,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.5,3
"Clock View Crescent, Islington, London, N7",,2750,3173,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.5,3
"Grange Road, Southall",,2000,2000,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,1.3,3
"Wycombe Square, W8",,7367,10200,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,2,Ask agent,0.3,3
"Hillside Road, London, N15",N15,1350,1557,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.3,3
"Marina Point, Lensbury Avenue, Imperial Wharf, London, Hammersmith and Fulham, SW6",SW6,3501,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,2,Ask agent,0.6,3
"Anglesmead Crescent, Pinner",,2100,2423,Long term,Furnished,Ask agent,Semi-Detached,3,1,Ask agent,0.7,3
"Cleland House, John Islip Street, Westminster",,5482,6325,Long term,Furnished,Ask agent,Detached,2,2,922 sq ft,0.5,3
Farringdon Road London EC1M,,2950,3404,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Holbrooke Court, Islington, London, N7",,2500,2596,Long term,Part furnished,Ask agent,Apartment,2,1,Ask agent,0.6,3
"Camden Road, London, N7",,1825,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,0.5,3
"Bassett Street, Kentish Town, NW5",NW5,2145,0,Long term,Part furnished,Ask agent,Maisonette,2,1,87 sq ft,0.3,3
"Hurlock Heights, Elephant Park, Elephant & Castle SE17",,3467,4000,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Thornes House, Nine Elms, London, SW11",SW11,3012,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.4,3
Elsham Road Kensington W14,,2100,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Gilbert Street, London, W1K 5HJ, UK",,5090,0,Long term,Furnished,Ask agent,Apartment,2,1,650 sq ft,0.3,3
"Olympic Way, Wembley",,1845,0,Long term,Furnished,Ask agent,Flat,1,1,580 sq ft,0.5,3
"A Paul Street, London, EC2A",EC2A,1775,2048,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Clink Street, London Bridge",,5599,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Reddington Drive, Slough, SL3",SL3,1950,2250,Long term,Furnished,Ask agent,Terraced,4,2,Ask agent,1.4,3
"Albion Buildings, London, N1",,3800,4385,Long term,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Camden, London, NW1",NW1,4550,5250,Long term,Furnished,Ask agent,Flat,3,2,Ask agent,0.3,3
"Phipps House, London, W12",W12,850,850,Long term,Furnished,Ask agent,Flat Share,1,2,Ask agent,0.4,3
"Camrose Avenue, London, TW13",TW13,2000,2307,Long term,Unfurnished,Ask agent,Terraced,3,2,759 sq ft,1.1,3
"Grasmere Avenue, Wembley, HA9",HA9,2450,2827,Long term,Unfurnished,Ask agent,Semi-Detached,3,1,Ask agent,0.4,2
"Coverdale Road, Brondesbury, NW2",NW2,5975,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.4,3
"Clapham Common South Side, SW4",SW4,3250,0,Short term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Moore House, Grosvenor Waterside, London",,6050,7142,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3,2,"1,324 sq ft",0.5,3
"Waldo Road, London, NW10",NW10,4996,0,Long term,Ask agent,Ask agent,Terraced,4,2,Ask agent,0.5,3
"John Islip Street, Westminster, Central London",,5480,6461,Long term,Furnished,Ask agent,Apartment,2,2,929 sq ft,0.5,3
"The Haydon, 16 Minories, EC3N",EC3N,4498,6230,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,2,Ask agent,0.2,3
"Legacy Building, Embassy Garden, SW11",SW11,4000,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Willesden Lane, 
Brondesbury Park, NW2",NW2,1396,1904,Long term,Furnished,Ask agent,Flat,,1,Ask agent,0.5,3
"Earls Court Square, Earls Court, SW5",SW5,3298,3807,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Redbourne Avenue, Finchley Central",,1700,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.5,3
"Ballards Lane, Finchley, N3",,1900,2192,Long term,Part furnished,Ask agent,Apartment,2,1,Ask agent,0.5,3
"Tollington Way, Islington N7",,1550,1788,Long term,Part furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Mercantile House, Market Square, Uxbridge, UB8",UB8,1195,1378,Long term,Furnished,Ask agent,Studio,,1,399 sq ft,1.2,3
"The Mall, London, W5",,1875,0,Long term,Furnished,Ask agent,Studio,,1,194 sq ft,0.4,3
"Salisbury House, Prince of Wales Drive",,3900,4500,Long term,Furnished,Ask agent,Apartment,2,2,894 sq ft,0.2,3
Newington Causeway SE1,,2600,3000,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.1,3
"Glebe Road, Uxbridge, UB8 2RD",,1900,2192,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,4,1,Ask agent,1.5,3
"Merton Road, London, SW18",SW18,3650,4212,Long term,Furnished,Ask agent,Semi-Detached,4,2,Ask agent,0.6,3
"Horlicks Quarter, Slough",,1700,1962,Long term,Unfurnished,Ask agent,Flat,2,,Ask agent,1.5,3
"Dollis Hill Lane, London, NW2",NW2,4000,4615,Long term,Furnished,Ask agent,Flat,4,2,Ask agent,0.7,3
"Bay House, Kidderpore Avenue, Hampstead, NW3",NW3,3432,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,592 sq ft,0.7,3
"Melton Court, London, SW7",SW7,8450,11700,Long term,Unfurnished,Ask agent,Flat,3,2,Ask agent,0.4,3
Minories London EC3N,,4500,5192,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Gloucester Place, London, NW1",NW1,5633,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1,Ask agent,0.3,3
"The Haydon, 16 Minories, London",,4500,6646,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,2,947 sq ft,0.2,3
Villiers Street WC2N,,1842,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,0.2,3
"Hobart Road, Hayes, Middlesex, UB4",UB4,1700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Semi-Detached,4,2,Ask agent,1.8,3
"Olympic Way, Wembley",,1650,0,Long term,Furnished,Ask agent,Studio,,1,450 sq ft,0.5,3
"Chamberlayne Road, Kensal Rise NW10",,1050,1212,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.3,3
"Carfax Road, Hayes, Middlesex, UB3",UB3,2700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,4,,Ask agent,1.5,3
"Park Road, London, NW8",NW8,7410,0,,Furnished,Ask agent,Flat,5,3,"1,959 sq ft",0.5,3
"College Place, Camden NW1",,3467,4000,Long term,Ask agent,Ask agent,Flat,3,1,Ask agent,0.3,3
Chiltern Court,,8558,11850,Long term,Ask agent,Ask agent,Flat,4,4,"1,679 sq ft",0.5,3
"Carlton Road, London, W5",,4700,5423,Long term,Ask agent,Ask agent,Apartment,3,2,Ask agent,0.6,3
"Greyhound Hill, Hendon",,1450,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.8,3
"Tudor Square, Hayes, Middlesex, UB3",UB3,2000,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,3,,Ask agent,1.9,3
"Olympic Way, Wembley",,1625,0,Long term,Furnished,Ask agent,Studio,,1,415 sq ft,0.6,3
Cartwright Gardens,,2470,0,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.3,3
"Haverstock Hill, London, NW3",NW3,3000,3461,Long term,Part furnished,Ask agent,Apartment,2,1,736 sq ft,0.4,3
"Roman House, 
Wood Street, EC2Y",EC2Y,3750,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Equity Square, Shoreditch, London, E2",,2000,2307,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Warlters Close, Holloway, London, N7",,1750,1875,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.5,3
"Hanover Gate Mansions, Park Road, NW1",NW1,2300,2307,Long term,Furnished,Ask agent,Detached,1,1,Ask agent,0.4,3
Praed Street Paddington W2,,2383,2750,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.2,3
"Hillingdon Road, Uxbridge, Greater London, UB10",UB10,1700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,,Ask agent,1.4,3
"Hilliers Avenue,Uxbridge,UB8",UB8,1550,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Maisonette,2,,Ask agent,1.5,3
"Park Road, London, NW8",NW8,10010,0,,Furnished,Ask agent,Flat,4,3,"2,553 sq ft",0.5,3
"High Street, West Drayton, Middlesex, UB7",UB7,1600,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,,Ask agent,1.3,3
"Conquest Tower, Blackfriars Circus, SE1",SE1,3700,4384,Long term,Furnished,Ask agent,Apartment,2,2,807 sq ft,0.3,3
"Paget Road, SLOUGH",,1950,0,Long term,Unfurnished,Ask agent,House,3,,Ask agent,1.4,3
"Cranworth House, Holloway Road, Holloway, London, N7",,2500,2884,Long term,Unfurnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Vizion 7, N7 - Energy Rating B",,3445,4125,Long term,Furnished,Ask agent,Flat,3,2,Ask agent,0.3,3
"Cedars Road, SW4",SW4,1993,0,Long term,Furnished,Ask agent,Maisonette,2,1,Ask agent,0.7,3
"Warlters Close, Holloway, London, N7",,1750,2019,Long term,Unfurnished,Ask agent,Apartment,1,,Ask agent,0.5,3
"Aldenham Road, Letchmore Heath, Watford, Hertsmere, WD25",WD25,12500,17307,Long term,Furnished,Ask agent,Detached,6,6,Ask agent,2.2,3
"Falcon Way, Watford, WD25",WD25,1175,1355,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.9,3
"Slough, Berkshire, SL3",SL3,1950,2250,Long term,Unfurnished,Ask agent,Terraced,3,1,Ask agent,1.4,3
"Battersea Park Road, London, SW11",SW11,2149,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.7,3
"Petersham Road, Richmond, TW10",TW10,2650,3057,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.8,3
"Salamander Court, 135 York Way, London, N7",,2297,0,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.5,3
"Badgers Close, Hayes, Middlesex, UB3",UB3,1200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Ground Flat,1,,Ask agent,1.6,3
"Luke House, 3 Abbey Orchard Street, Westminster",,2578,2975,Long term,Furnished,Ask agent,Apartment,1,1,545 sq ft,0.4,3
"Chapel Place, Shoreditch, London, EC2A",EC2A,3500,4038,Long term,Part furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Aintree Close, Uxbridge, Greater London, UB8",UB8,1200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,,Ask agent,1.8,3
"Colney Hatch Lane, Muswell Hill, London, N10",N10,1400,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.9,3
"Macklin Street, London, WC2B",WC2B,2300,2653,Long term,Furnished,Ask agent,Apartment,1,1,751 sq ft,0.2,3
"Wood End Green Road, Hayes, Middlesex, UB3",UB3,1100,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,,Ask agent,1.9,3
"Belsize Road, London",,2058,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Haverstock Hill, Belsize Park, NW3",NW3,3792,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3,2,603 sq ft,0.3,3
"Mare Street, Hackney, E8",,2700,0,Long term,Part furnished,Ask agent,Flat,3,1,Ask agent,0.3,3
"Whellock road, Chiswick W4",,2300,2653,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.5,3
"Tudor Way, Uxbridge, Greater London, UB10",UB10,850,0,Long term,Ask agent,Ask agent,Ground Flat,,,Ask agent,0.8,3
"Tudor Way, Uxbridge, Greater London, UB10",UB10,1000,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,,Ask agent,0.8,3
"Kings Tower, Chelsea Creek, SW6",SW6,4200,5815,Long term,Ask agent,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Whittington Road, Bounds Green, London, N22",N22,1100,1269,Long term,Part furnished,Ask agent,Apartment,,,Ask agent,0.4,3
"Strand, 
Aldwych, WC2R",WC2R,4767,6600,Long term,Part furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Kilburn High Road, London, NW6",NW6,1300,1500,Long term,Ask agent,Ask agent,Studio,,,194 sq ft,0.2,3
"Birkbeck Road, Enfield, EN2",EN2,1600,0,Long term,Unfurnished,Ask agent,Apartment,2,1,Ask agent,0.8,3
"Kilburn High Road, London, NW6",NW6,1400,1615,Short term,Furnished,Ask agent,Studio,,,194 sq ft,0.2,3
"Apartment , Temple House,  Arundel Street, London",,7150,8250,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Kilburn High Road, London, NW6",NW6,1500,1730,Short term,Furnished,Ask agent,Studio,,,205 sq ft,0.2,3
"Charing Cross Road, London, WC2H",WC2H,2700,3115,,Part furnished,Ask agent,Apartment,1,1,Ask agent,0.1,3
"Lanson Building, 348 Queenstown Road, London, SW11",SW11,3250,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Whitchurch Lane, HA8",HA8,1650,1903,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.6,3
"Cromwell Road, South Kensington",,2817,3180,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Meard Street, Soho, London, W1F",W1F,9997,13850,Long term,Unfurnished,Ask agent,Semi-Detached,4,4,Ask agent,0.2,3
"The Meads, Bricket Wood, St. Albans, Hertfordshire",,3000,0,Long term,Part furnished,Ask agent,Detached,4,,Ask agent,1,3
"Shorts Gardens, Covent Garden, WC2H",WC2H,3467,4000,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.2,3
"Cara House,48 Capitol Way, The Northern Quarter, NW9",NW9,2100,2423,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.7,3
"Dawson Close,Hayes,UB3 2RH",,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,,Ask agent,1.9,3
"Bridgeway Street, Camden / Euston NW1",,4498,5190,,Ask agent,Ask agent,Flat,4,2,Ask agent,0.3,3
"Patcham Terrace, Wandsworth, SW8",SW8,4000,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.2,3
"City Road, London",,2375,0,Long term,Ask agent,Ask agent,Flat,1,1,Ask agent,0.6,3
"Albany Street, Regents Park - Camden NW1",,4498,5190,Long term,Ask agent,Ask agent,Flat,4,2,Ask agent,0.3,3
"Mysore Road, London, SW11",SW11,2750,0,Long term,Furnished,Ask agent,Apartment,3,1,Ask agent,0.7,3
"Kilburn High Road, London, NW6",NW6,1200,1385,Short term,Furnished,Ask agent,Studio,,,183 sq ft,0.2,3
"Battersea Park Road, London, SW11",SW11,1895,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.7,3
2 bedroom 2nd Floor and Above Flat in Stafford Court,,4333,0,Long term,Ask agent,Ask agent,Flat,2,2,Ask agent,0.5,3
Park Central West,,3999,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3,3,"1,038 sq ft",0.2,3
"Dumbleton Close, Kingston Upon Thames",,3195,0,,Ask agent,Ask agent,House,4,2,Ask agent,0.7,3
"East End Road, London",,3350,3865,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3,3,Ask agent,0.9,3
"Marina Point, Imperial Wharf, London",,3501,4040,Long term,Furnished,Ask agent,Apartment,2,2,965 sq ft,0.6,3
"Trundle Street, London Bridge",,3298,0,Long term,Ask agent,Ask agent,Flat,2,2,Ask agent,0.3,3
"Maidstone Buildings Mews, Borough High Street",,2817,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.3,3
"Ormond House, Medway Street, Westminster, London, SW1P",SW1P,2747,3173,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,2,Ask agent,0.4,3
"Highlands, Farnham Common, Slough, SL2",SL2,2700,0,Long term,Unfurnished,Ask agent,Town House,4,2,Ask agent,3.2,3
"Petersham Road, Richmond",,2496,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.7,3
"Templars Avenue, London, NW11",NW11,1350,1557,Long term,Furnished,Ask agent,Apartment,,1,Ask agent,0.8,3
"Sussex Gardens, Hyde Park",,3467,0,Long term,Part furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Ellerdine Road, Hounslow TW3 2PY",,2200,2535,Long term,Furnished,Ask agent,Semi-Detached,3,1,883 sq ft,0.6,3
"Eton College Road, NW3",NW3,2200,2538,Long term,Furnished,Ask agent,Block of Apartments,1,1,553 sq ft,0.3,3
"East End Road, London",,2750,3173,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.9,3
"York Way, London, N1",,7615,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3,3,"1,208 sq ft",0.6,3
"Golders Green Road, London, NW11",NW11,2350,2711,Long term,Unfurnished,Ask agent,Apartment,2,1,650 sq ft,0.7,3
"Palace View, 1 Lambeth High Street, London, SE1",SE1,2400,2885,,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.6,3
"Spelthorne Lane, Ashford",,1950,2308,Long term,Furnished,Ask agent,Semi-Detached,3,2,Ask agent,1.1,3
"Regal House, Lensbury Avenue, London, SW6",SW6,3077,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.6,3
"The Atrium, Park Road, NW8",NW8,14083,19500,Long term,Unfurnished,Ask agent,Apartment,4,3,"2,229 sq ft",0.5,3
"Airlie Gardens,London,W8",,2492,0,Long term,Furnished,Ask agent,Flat,1,,432 sq ft,0.3,3
"Praed Street, Paddington W2",,1560,1800,Long term,Furnished,Ask agent,Apartment,,1,Ask agent,0.3,3
"Moore House, Grosvenor Waterside, Gaitliff Road",,4199,4845,Long term,Furnished,Ask agent,Apartment,2,2,863 sq ft,0.5,3
"Elers Road, London, W13",W13,1196,1384,Long term,Furnished,Ask agent,Studio,,1,450 sq ft,0.5,3
