DrawNumber,DrawDate,Ball1,Ball2,Ball3,Ball4,Ball5,LuckyStar1,LuckyStar2,UKMillionaireMaker,BallSet,DrawMachine,Match_5_and_2_Stars_roll,Match_5_and_2_Stars_UKWinners,Match_5_and_2_Stars_PrizePerWinner,Match_5_and_2_Stars_UKPrizeFund,Match_5_and_2_Stars_TotalWinners,Match_5_and_1_Star_UKWinners,Match_5_and_1_Star_PrizePerWinner,Match_5_and_1_Star_UKPrizeFund,Match_5_and_1_Star_TotalWinners,Match_5_UKWinners,Match_5_PrizePerWinner,Match_5_UKPrizeFund,Match_5_TotalWinners,Match_4_and_2_Stars_UKWinners,Match_4_and_2_Stars_PrizePerWinner,Match_4_and_2_Stars_UKPrizeFund,Match_4_and_2_Stars_TotalWinners,Match_4_and_1_Star_UKWinners,Match_4_and_1_Star_PrizePerWinner,Match_4_and_1_Star_UKPrizeFund,Match_4_and_1_Star_TotalWinners,Match_3_and_2_Stars_UKWinners,Match_3_and_2_Stars_PrizePerWinner,Match_3_and_2_Stars_UKPrizeFund,Match_3_and_2_Stars_TotalWinners,Match_4_UKWinners,Match_4_PrizePerWinner,Match_4_UKPrizeFund,Match_4_TotalWinners,Match_2_and_2_Stars_UKWinners,Match_2_and_2_Stars_PrizePerWinner,Match_2_and_2_Stars_UKPrizeFund,Match_2_and_2_Stars_TotalWinners,Match_3_and_1_Star_UKWinners,Match_3_and_1_Star_PrizePerWinner,Match_3_and_1_Star_UKPrizeFund,Match_3_and_1_Star_TotalWinners,Match_3_UKWinners,Match_3_PrizePerWinner,Match_3_UKPrizeFund,Match_3_TotalWinners,Match_1_and_2_Stars_UKWinners,Match_1_and_2_Stars_PrizePerWinner,Match_1_and_2_Stars_UKPrizeFund,Match_1_and_2_Stars_TotalWinners,Match_2_and_1_Star_UKWinners,Match_2_and_1_Star_PrizePerWinner,Match_2_and_1_Star_UKPrizeFund,Match_2_and_1_Star_TotalWinners,Match_2_UKWinners,Match_2_PrizePerWinner,Match_2_UKPrizeFund,Match_2_TotalWinners,Totals_UKWinners,Totals_UKPrizeFund,Totals_TotalWinners,JackpotWinner_country,TicketPrice
1698,29-12-2023,2,36,19,37,3,9,6,['XWGT98285'],21,15,1,0,26478414.0,0.0,0,2,164770.8,329541.6,3,2,23105.7,46211.4,5,9,946.9,8522.1,38,184,106.5,19596.0,622,471,41.6,19593.6,1684,414,37.8,15649.2,1301,7540,9.0,67860.0,27202,8546,9.0,76914.0,30489,19099,7.6,145152.4,66465,40646,4.1,166648.6,150297,132828,3.9,518029.2,494759,289473.0,2.9,839471.7,1068091.0,499214,2253189.8,1840956,,2.5
1697,26-12-2023,47,27,8,30,35,9,10,['MRFC62216'],21,15,1,0,14761100.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,9,22598.6,203387.4,18,122,99.6,12151.2,419,220,60.7,13354.0,727,282,34.4,9700.8,899,3486,13.8,48106.8,11216,5959,8.9,53035.1,19378,13371,7.1,94934.1,44899,18852,6.4,120652.8,60460,87917,4.1,360459.7,294756,199752.0,2.8,559305.6,693402.0,329970,1475087.5,1126174,,2.5
1696,22-12-2023,14,49,34,44,6,12,4,['JVGH79636'],21,15,0,0,48293103.0,0.0,1,2,77146.0,154292.0,7,2,25242.4,50484.8,5,13,727.9,9462.7,54,192,103.7,19910.4,698,500,49.5,24750.0,1546,486,30.9,15017.4,1739,6782,12.9,87487.8,20788,10049,8.9,89436.1,33434,23266,7.0,162862.0,78958,36756,5.9,216860.4,112843,147998,4.4,651191.2,475534,350555.0,2.8,981554.0,1187664.0,576601,2463308.8,1913271,['Portugal'],2.5
1695,19-12-2023,20,43,41,45,10,12,2,['MTFZ94261'],21,15,1,0,34944314.0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,7,3,1992.1,5976.3,13,106,120.4,12762.4,396,258,55.1,14215.8,915,295,33.1,9764.5,1068,3839,13.1,50290.9,13514,5383,9.9,53291.7,19855,12892,7.6,97979.2,48406,20868,6.0,125208.0,73827,82499,4.5,371245.5,308486,200247.0,2.9,580716.3,763848.0,326390,1321450.6,1230336,,2.5
1694,15-12-2023,2,13,37,38,48,9,5,['XRFD41914'],21,15,1,0,26077370.0,0.0,0,0,0.0,0.0,1,2,21953.0,43906.0,5,7,976.8,6837.6,35,183,91.4,16726.2,689,475,38.0,18050.0,1751,318,35.2,11193.6,1327,6985,8.6,60071.0,27167,7749,8.7,67416.3,29721,16949,7.5,127117.5,64665,39965,3.7,147870.5,158926,119843,3.9,467387.7,470477,257176.0,3.0,771528.0,991215.0,449652,1738104.4,1745979,,2.5
1693,12-12-2023,43,39,28,37,6,9,12,['ZRFD22255'],21,15,1,0,14613200.0,0.0,0,1,378148.8,378148.8,1,1,44189.8,44189.8,2,11,1310.8,14418.8,21,113,114.2,12904.6,444,206,65.9,13575.4,813,238,34.2,8139.6,1099,3455,14.8,51134.0,12674,4896,10.3,50428.8,20231,11730,7.7,90321.0,50775,18208,6.7,121993.6,70525,74900,4.9,367010.0,304485,178494.0,3.1,553331.4,760714.0,292253,1705595.8,1221784,,2.5
1692,08-12-2023,48,30,50,42,17,4,8,['VQDM43160'],21,15,0,0,206064000.0,0.0,1,3,1191020.2,3573060.6,5,2,18674.2,37348.4,16,28,1045.6,29276.8,89,463,114.5,53013.5,1496,1098,48.3,53033.4,3751,1001,36.4,36436.4,3496,16873,10.6,178853.8,59915,20739,9.7,201168.3,72556,47234,8.1,382595.4,163113,96960,4.6,446016.0,342084,317561,4.5,1429024.5,1100646,714777.0,3.2,2287286.4,2482059.0,1216739,8707113.5,4229227,['Austria'],2.5
1691,05-12-2023,6,20,4,24,25,5,9,['VPCN94730'],21,15,1,0,187781097.0,0.0,0,2,100913.6,201827.2,8,4,11792.5,47170.0,16,28,667.8,18698.4,88,410,71.3,29233.0,1517,934,31.7,29607.8,3609,929,24.0,22296.0,3338,13818,7.9,109162.2,50374,17223,6.9,118838.7,64967,37619,5.9,221952.1,139986,71305,3.8,270959.0,260163,241331,3.5,844658.5,906029,524944.0,2.6,1364854.4,1940512.0,908547,3279257.3,3370607,,2.5
1690,01-12-2023,38,10,4,14,50,9,12,['HNBN43150'],21,15,1,0,171360000.0,0.0,0,1,183484.4,183484.4,6,2,14294.4,28588.8,18,18,1381.7,24870.6,58,411,91.7,37688.7,1609,867,50.8,44043.6,3072,1066,27.8,29634.8,3942,12903,12.0,154836.0,45380,19554,8.5,166209.0,71488,46443,6.5,301879.5,174658,68733,5.7,391778.1,241471,287329,4.1,1178048.9,1055902,678124.0,2.7,1830934.8,2566667.0,1115451,4371997.2,4164271,,2.5
1689,28-11-2023,27,44,12,33,16,7,8,['HMBB37988'],20,15,0,0,71962515.0,0.0,1,1,98820.3,98820.3,4,2,15397.3,30794.6,6,13,639.4,8312.2,45,261,62.6,16338.6,846,421,37.3,15703.3,1500,529,23.5,12431.5,1675,5591,9.7,54232.7,20184,9893,6.0,59358.0,36297,19211,6.0,115266.0,67580,27975,4.7,131482.5,103722,130869,3.1,405693.9,494025,264277.0,2.6,687120.2,940100.0,459043,1635553.8,1665985,['Luxembourg'],2.5
1688,24-11-2023,48,15,29,20,39,7,1,['MLZN81825'],20,15,1,0,64035895.0,0.0,0,0,0.0,0.0,3,1,14104.8,14104.8,8,9,901.1,8109.9,39,210,91.9,19299.0,704,482,43.2,20822.4,1584,527,29.4,15493.8,1635,6860,9.7,66542.0,24643,9408,8.4,79027.2,31928,22136,6.9,152738.4,72282,37635,4.3,161830.5,137550,140061,3.9,546237.9,488145,321650.0,2.8,900620.0,1078084.0,538979,1984825.9,1836605,,2.5
1687,21-11-2023,46,47,29,34,19,2,3,['VKZB21015'],20,15,1,0,53979641.0,0.0,0,0,0.0,0.0,3,0,0.0,0.0,5,11,1017.1,11188.1,25,138,107.4,14821.2,436,299,49.4,14770.6,1001,307,35.8,10990.6,970,4298,11.8,50716.4,14690,6569,8.9,58464.1,21592,14313,7.8,111641.4,45902,24773,4.8,118910.4,90678,100773,3.9,393014.7,352623,211315.0,3.0,633945.0,721492.0,362796,1418462.5,1249417,,2.5
1686,17-11-2023,26,50,24,2,46,2,7,['JJXZ65816'],20,15,1,0,45465075.0,0.0,0,2,114932.8,229865.6,4,0,0.0,0.0,2,7,1014.1,7098.7,33,177,95.4,16885.8,646,469,35.0,16415.0,1857,396,35.8,14176.8,1279,7372,7.8,57501.6,29115,8410,8.4,70644.0,30178,18137,7.7,139654.9,61288,41911,3.4,142497.4,167340,129712,3.8,492905.6,473573,272554.0,3.1,844917.4,942535.0,479147,2032562.8,1707850,,2.5
1685,14-11-2023,13,50,36,16,44,3,5,['JHXK08881'],20,15,1,0,33793154.0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,4,9,766.0,6894.0,30,130,88.7,11531.0,477,295,37.2,10974.0,1201,266,32.3,8591.8,971,4890,7.8,38142.0,20003,5909,7.9,46681.1,21924,12353,7.2,88941.6,45060,27216,3.4,92534.4,115461,91655,3.5,320792.5,348491,189388.0,2.8,530286.4,693633.0,332111,1155368.8,1247256,,2.5
1684,10-11-2023,30,42,10,21,38,12,2,['HGXL55220'],20,15,1,0,25756383.0,0.0,0,0,0.0,0.0,2,2,9885.5,19771.0,10,9,1184.2,10657.8,26,209,79.2,16552.8,716,377,47.5,17907.5,1261,476,23.4,11138.4,1800,5249,12.2,64037.8,17183,8114,7.7,62477.8,30440,20206,5.8,117194.8,75435,27892,5.8,161773.6,91145,118976,3.8,452108.8,431046,291955.0,2.5,729887.5,1075258.0,473465,1663507.8,1724322,,2.5
1683,07-11-2023,8,10,11,39,30,10,4,['TFWW03747'],20,15,1,0,14805300.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,760.0,6080.0,29,167,75.7,12641.9,536,269,42.8,11513.2,1001,354,22.5,7965.0,1340,4161,10.2,42442.2,14771,6315,7.2,45468.0,23231,14676,5.4,79250.4,57012,21394,4.9,104830.6,76374,88408,3.6,318268.8,331651,203464.0,2.3,467967.2,808515.0,339216,1096427.3,1314463,,2.5
1682,03-11-2023,31,47,21,39,8,9,5,"['HDWL31435', 'HDWS71336', 'JCVW58932', 'JDWK50475', 'MDWK38974', 'TDWJ92983', 'TDWQ89608', 'VDWG70518', 'XDWK73859', 'ZDWH35530']",20,15,0,0,27069201.0,0.0,1,3,84616.6,253849.8,6,1,29664.4,29664.4,4,27,697.3,18827.1,53,304,82.7,25140.8,823,807,32.5,26227.5,2208,612,31.0,18972.0,1628,11191,8.0,89528.0,31335,12979,7.9,102534.1,35295,28281,7.0,197967.0,74644,60330,3.7,223221.0,170549,190036,3.8,722136.8,522472,409811.0,2.9,1188451.9,1093856.0,714382,2896520.4,1932874,['Portugal'],2.5
1681,31-10-2023,20,40,5,50,7,10,2,['VCVX86421'],19,14,1,0,14812100.0,0.0,0,0,0.0,0.0,5,0,0.0,0.0,3,6,1081.9,6491.4,21,134,72.5,9715.0,577,256,37.3,9548.8,1184,331,22.1,7315.1,1402,3944,9.8,38651.2,15789,5862,6.6,38689.2,25925,13361,5.3,70813.3,59923,21276,4.7,99997.2,82503,81930,3.6,294948.0,339907,190823.0,2.4,457975.2,805649.0,317923,1034144.4,1332888,,2.5
1680,27-10-2023,29,48,33,49,35,8,3,['TBVS49852'],19,14,0,0,14832500.0,0.0,1,1,220132.5,220132.5,2,0,0.0,0.0,2,11,1281.9,14100.9,25,137,112.6,15426.2,524,390,44.8,17472.0,1391,319,39.2,12504.8,1116,5789,9.4,54416.6,23256,6651,9.8,65179.8,24878,14410,8.4,121044.0,53753,34970,3.9,136383.0,139631,102316,4.2,429727.2,405387,220221.0,3.2,704707.2,850884.0,385215,1791094.2,1500850,['Spain'],2.5
1679,24-10-2023,18,16,8,31,34,6,9,['XZVK79799'],19,14,0,0,22890578.0,0.0,1,1,343025.9,343025.9,1,4,11452.9,45811.6,7,17,609.0,10353.0,41,149,75.6,11264.4,608,397,34.1,13537.7,1425,325,27.6,8970.0,1235,5046,8.7,43900.2,19526,6425,7.6,48830.0,25009,14285,6.4,91424.0,54674,26833,4.1,110015.3,103331,89498,3.8,340092.4,354127,199692.0,2.8,559137.6,774426.0,342672,1626362.1,1334411,['Spain'],2.5
1678,20-10-2023,20,40,28,2,45,5,1,['TRSJ93566'],19,14,1,0,14822300.0,0.0,0,0,0.0,0.0,0,4,79151.8,316607.2,7,14,990.7,13869.8,33,151,98.2,14828.2,613,339,46.2,15661.8,1377,336,32.4,10886.4,1379,4979,10.5,52279.5,21173,7174,8.5,60979.0,29067,16415,7.1,116546.5,64755,27722,4.8,133065.6,116541,107086,4.0,428344.0,436996,244732.0,2.9,709722.8,960647.0,408952,1872790.8,1632588,,2.5
1677,17-10-2023,40,20,10,35,17,4,3,['VWTT49893'],19,14,0,0,58485999.0,0.0,1,1,94191.8,94191.8,4,3,7338.0,22014.0,12,7,1054.9,7384.3,26,193,69.7,13452.1,724,380,36.6,13908.0,1458,411,24.6,10110.6,1523,5356,10.0,53560.0,18681,8644,6.3,54457.2,32752,17375,5.7,99037.5,68098,26438,4.9,129546.2,95136,116902,3.4,397466.8,428190,228914.0,2.7,618067.8,866503.0,404624,1513196.3,1513108,['Portugal'],2.5
1676,13-10-2023,41,26,21,40,28,4,2,['XVTH82976'],19,14,1,0,49110551.0,0.0,0,1,619718.8,619718.8,1,2,12069.8,24139.6,12,7,1409.8,9868.6,32,187,111.1,20775.7,748,423,48.4,20473.2,1813,400,38.0,15200.0,1621,6927,10.8,74811.6,28571,9123,9.2,83931.6,37127,19631,7.9,155084.9,80354,37218,4.8,178646.4,158565,141830,4.1,581503.0,590399,304844.0,3.0,914532.0,1274707.0,520593,2698685.4,2173950,,2.5
1675,10-10-2023,18,33,20,22,43,3,9,['JTSW11651'],19,14,1,0,34588543.0,0.0,0,1,364133.5,364133.5,1,1,14184.0,14184.0,6,8,716.4,5731.2,37,121,85.0,10285.0,574,339,33.0,11187.0,1564,282,29.4,8290.8,1231,5434,7.8,42385.2,23158,6313,7.7,48610.1,25995,13138,6.7,88024.6,55643,29341,3.7,108561.7,122739,93854,3.7,347259.8,381729,194616.0,2.9,564386.4,788883.0,343448,1613039.3,1401560,,2.5
1674,06-10-2023,31,43,21,29,34,2,9,['HSST64463'],19,14,1,0,26109833.0,0.0,0,1,486876.7,486876.7,1,1,22758.2,22758.2,5,10,908.7,9087.0,39,129,104.7,13506.3,623,422,42.9,18103.8,1607,360,36.0,12960.0,1347,6346,9.7,61556.2,24918,7719,8.8,67927.2,30408,17166,7.5,128745.0,66296,35508,4.4,156235.2,136495,119266,4.1,488990.6,465860,259532.0,3.0,778596.0,1002138.0,446460,2245342.2,1729737,,2.5
1673,03-10-2023,45,6,22,24,20,5,4,['ZRSH91391'],21,14,1,0,14752600.0,0.0,0,1,84535.0,84535.0,4,3,9878.6,29635.8,8,6,1025.6,6153.6,24,126,89.0,11214.0,509,319,38.1,12153.9,1258,307,31.5,9670.5,1067,4335,9.7,42049.5,17205,6231,7.2,44863.2,25810,13059,6.6,86189.4,52762,23494,4.6,108072.4,90431,92424,3.5,323484.0,379813,191008.0,2.7,515721.6,770818.0,331313,1273742.9,1339709,,2.5
1672,29-09-2023,32,9,11,21,13,7,2,['HQSB24670'],21,13,0,0,112723000.0,0.0,1,3,53969.7,161909.1,16,8,8072.7,64581.6,25,33,427.6,14110.8,147,557,50.4,28072.8,2294,1237,21.5,26595.5,5675,1163,19.4,22562.2,4422,16263,6.1,99204.3,69584,21981,5.2,114301.2,90926,44891,5.0,224455.0,177627,77317,3.3,255146.1,321029,283797,2.9,823011.3,1144130,594173.0,2.4,1426015.2,2286033.0,1041423,3259965.1,4101909,['France'],2.5
1671,26-09-2023,14,6,23,2,19,5,7,['VPRC26636'],21,13,1,0,34891934.0,0.0,0,1,57995.8,57995.8,6,5,5809.1,29045.5,14,16,337.7,5403.2,75,236,46.2,10903.2,1010,524,18.6,9746.4,2645,511,17.4,8891.4,1992,6522,5.4,35218.8,31767,9461,5.0,47305.0,38632,18207,4.9,89214.3,72530,30403,2.9,88168.7,146389,116207,2.8,325379.6,480181,230908.0,2.4,554179.2,918463.0,413001,1261451.1,1693704,,2.5
1670,22-09-2023,3,23,35,34,24,8,5,['HNRB16622'],21,13,1,0,26145484.0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,5,2,921.5,1843.0,35,166,92.4,15338.4,643,453,31.0,14043.0,2025,382,32.7,12491.4,1346,7994,6.5,51961.0,33739,8057,7.7,62038.9,31719,17945,6.8,122026.0,67383,42387,3.1,131399.7,178760,126735,3.4,430899.0,507911,276783.0,2.6,719635.8,1067407.0,480904,1561676.2,1890974,,2.5
1669,19-09-2023,10,31,41,15,42,2,5,['JMQP30657'],21,13,1,0,14657400.0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,2,4,1049.9,4199.6,22,114,98.2,11194.8,433,288,38.8,11174.4,1158,231,35.7,8246.7,883,4417,8.6,37986.2,18272,5455,8.3,45276.5,21182,11382,7.7,87641.4,42564,24290,3.8,92302.0,103564,82559,3.7,305468.3,338329,174660.0,2.9,506514.0,674676.0,303400,1110003.9,1201086,,2.5
1668,15-09-2023,21,45,12,48,14,8,11,"['HLQH38434', 'HLQJ62979', 'HLQK11974', 'TKPP96754', 'VKPN30889', 'VLQB24044', 'XKPN60194', 'XLPX34097', 'ZLPX51278', 'ZLPZ96812']",21,13,0,1,23631994.9,23631994.9,2,2,185147.1,370294.2,3,4,16226.9,64907.6,8,6,1555.1,9330.6,26,254,102.3,25984.2,728,541,49.2,26617.2,1599,545,33.5,18257.5,1650,8782,11.5,100993.0,23985,12155,8.7,105748.5,35296,27894,6.8,189679.2,83822,46880,5.4,253152.0,128333,183771,4.0,735084.0,537055,422110.0,2.7,1139697.0,1272189.0,702945,26671739.9,2084696,"['Austria', 'UK']",2.5
1667,12-09-2023,14,5,42,36,40,11,2,['TKPP14411'],21,13,1,0,34196431.0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,3,4,1209.2,4836.8,21,113,106.3,12011.9,440,266,48.2,12821.2,1025,275,34.7,9542.5,999,4261,11.1,47297.1,15637,5663,9.2,52099.6,20855,12810,7.4,94794.0,48569,23826,5.0,119130.0,86644,85018,4.2,357075.6,322572,192805.0,2.9,559134.5,751416.0,325041,1268743.2,1248183,,2.5
1666,08-09-2023,33,20,10,21,26,4,3,['MJPL10230'],21,13,1,0,25673828.0,0.0,0,0,0.0,0.0,4,1,21227.4,21227.4,5,12,918.3,11019.6,36,210,78.1,16401.0,779,481,38.1,18326.1,1688,392,29.2,11446.4,1548,6590,9.6,63264.0,23538,10301,6.4,65926.4,39063,19718,6.0,118308.0,77154,32414,4.8,155587.2,117661,144678,3.2,462969.6,555775,281257.0,2.6,731268.2,1102069.0,496054,1675743.9,1919320,,2.5
1665,05-09-2023,41,48,7,1,24,10,12,['VHPC13809'],21,13,1,0,14526500.0,0.0,0,2,115924.2,231848.4,3,3,9031.1,27093.3,9,5,1205.5,6027.5,21,98,126.0,12348.0,370,237,60.9,14433.3,809,281,32.7,9188.7,1057,3381,14.1,47672.1,12234,4758,10.5,49959.0,18242,12563,6.7,84172.1,53554,17662,6.6,116569.2,65178,71605,4.9,350864.5,275963,195389.0,2.6,508011.4,825123.0,305984,1458187.5,1252563,,2.5
1664,01-09-2023,35,43,37,5,4,5,6,['ZGNQ65678'],21,13,0,0,93555381.0,0.0,1,0,0.0,0.0,2,1,21348.8,21348.8,7,12,1369.0,16428.0,34,214,117.6,25166.4,729,464,52.5,24360.0,1724,518,39.1,20253.8,1625,7702,10.7,82411.4,29522,10225,9.0,92025.0,39276,22090,8.2,181138.0,80385,43912,4.7,206386.4,167390,161424,3.9,629553.6,640740,347988.0,3.1,1078762.8,1302539.0,594550,2377834.2,2263974,['France'],2.5
1663,29-08-2023,21,40,23,32,49,11,8,['XFNJ83645'],20,14,1,0,81076005.0,0.0,0,0,0.0,0.0,1,1,16774.1,16774.1,6,17,847.2,14402.4,37,159,93.4,14850.6,618,377,45.2,17040.4,1349,373,30.6,11413.8,1398,5303,10.8,57272.4,19845,7431,8.4,62420.4,28320,16800,6.7,112560.0,65585,27774,5.1,141647.4,104102,109183,4.0,436732.0,422460,242502.0,2.8,679005.6,965572.0,409920,1564119.1,1609293,,2.5
1662,25-08-2023,44,35,16,34,17,5,10,['MDMV90575'],20,14,1,0,72007686.0,0.0,0,1,182576.6,182576.6,3,1,21335.5,21335.5,6,16,1077.6,17241.6,37,242,97.1,23498.2,756,468,47.6,22276.8,1628,495,33.3,16483.5,1635,7365,10.6,78069.0,25593,10229,8.5,86946.5,35610,23156,7.1,164407.6,79034,39291,4.9,192525.9,138950,147789,4.1,605934.9,526240,337479.0,2.9,978689.1,1197301.0,566532,2389985.2,2006793,,2.5
1661,22-08-2023,23,9,40,2,32,6,7,['TCMH10741'],20,14,1,0,60733663.0,0.0,0,3,57629.4,172888.2,7,0,0.0,0.0,5,2,839.0,1678.0,35,202,66.9,13513.8,808,393,38.8,15248.4,1472,425,24.7,10497.5,1625,5443,9.9,53885.7,20111,8214,7.1,58319.4,31518,18000,6.4,115200.0,64403,28755,4.6,132273.0,109273,116570,3.5,407995.0,447873,245734.0,2.8,688055.2,885697.0,423741,1669554.2,1562827,,2.5
1660,18-08-2023,47,25,23,30,44,9,12,['ZBLZ53619'],20,14,1,0,52979607.0,0.0,0,3,100771.4,302314.2,5,1,29439.9,29439.9,4,12,1078.8,12945.6,34,207,104.9,21714.3,644,442,57.6,25459.2,1238,466,34.4,16030.4,1459,5897,13.6,80199.2,18387,8977,9.4,84383.8,29658,21883,7.1,155369.3,72652,31035,6.4,198624.0,98111,136680,4.3,587724.0,453505,329545.0,2.8,922726.0,1138029.0,535148,2436929.9,1813726,,2.5
1659,15-08-2023,3,32,5,43,9,6,10,['XZLM29016'],20,14,1,0,41619162.0,0.0,0,1,83431.9,83431.9,4,0,0.0,0.0,2,7,1429.0,10003.0,17,130,99.8,12974.0,448,359,42.6,15293.4,1109,318,29.2,9285.6,1137,4850,10.6,51410.0,15560,6707,8.2,54997.4,22553,16510,5.9,97409.0,58173,25048,5.1,127744.8,81329,97754,3.9,381240.6,333639,242811.0,2.5,607027.5,843678.0,394495,1450817.2,1357649,,2.5
1658,11-08-2023,10,13,34,4,6,3,5,['HWKW86229'],20,14,1,0,33701388.0,0.0,0,0,0.0,0.0,3,1,14425.5,14425.5,7,11,533.0,5863.0,59,210,65.3,13713.0,887,563,24.3,13680.9,2513,477,23.0,10971.0,1871,7347,6.4,47020.8,33401,10041,5.8,58237.8,41304,20524,5.4,110829.6,82076,38641,3.2,123651.2,168411,141814,3.0,425442.0,561320,291471.0,2.4,699530.4,1104392.0,511100,1523365.2,1996244,,2.5
1657,08-08-2023,40,8,33,9,35,6,3,['JWKT59141'],20,14,1,0,22733867.0,0.0,0,1,170538.5,170538.5,2,0,0.0,0.0,2,6,1079.5,6477.0,23,129,103.9,13403.1,440,298,42.3,12605.4,1141,277,34.4,9528.8,987,4823,8.8,42442.4,19202,5554,8.9,49430.6,21226,12052,7.7,92800.4,45557,27177,3.8,103272.6,109652,89515,3.8,340157.0,349370,192483.0,2.9,558200.7,728739.0,332315,1398856.5,1276341,,2.5
1656,04-08-2023,15,31,48,20,44,1,3,['ZTJX60630'],20,15,1,0,14688000.0,0.0,0,2,111557.9,223115.8,4,5,11587.9,57939.5,9,11,1160.1,12761.1,28,184,94.0,17296.0,636,395,48.5,19157.5,1303,401,32.4,12992.4,1369,5531,11.2,61947.2,19841,7787,9.0,70083.0,27388,17614,7.5,132105.0,61041,29528,4.9,144687.2,112585,113423,4.2,476376.6,418775,254897.0,3.0,764691.0,921973.0,429778,1993152.3,1564952,,2.5
1655,01-08-2023,35,27,25,45,40,7,11,['ZTKH82082'],20,15,0,0,62072865.0,0.0,1,0,0.0,0.0,2,1,31114.2,31114.2,3,10,570.0,5700.0,51,190,89.7,17043.0,597,344,44.2,15204.8,1279,329,32.7,10758.3,1216,5735,10.5,60217.5,18880,7073,8.6,60827.8,25530,16141,7.1,114601.1,58000,32992,4.5,148464.0,109013,108303,4.1,444042.3,380992,236729.0,3.0,710187.0,824731.0,407847,1618160.0,1420295,['Austria'],2.5
1654,28-07-2023,38,7,34,32,33,9,6,['MSJS96560'],19,14,1,0,53782090.0,0.0,0,0,0.0,0.0,0,2,76613.6,153227.2,8,9,1446.6,13019.4,25,170,110.2,18734.0,604,491,44.3,21751.3,1588,432,34.0,14688.0,1452,7897,9.3,73442.1,26395,8944,9.1,81390.4,30296,19393,7.7,149326.1,66535,43382,4.1,177866.2,150228,138157,4.0,552628.0,483808,304912.0,2.9,884244.8,1060382.0,523789,2140317.5,1821321,,2.5
1653,25-07-2023,11,7,27,5,37,12,6,['TRJG38569'],19,14,1,0,41977767.0,0.0,0,1,71353.6,71353.6,5,4,5558.8,22235.2,15,8,1082.1,8656.8,24,189,70.1,13248.9,682,325,39.1,12707.5,1291,616,15.1,9301.6,2353,4511,11.0,49621.0,16128,8319,6.6,54905.4,30007,24177,3.9,94290.3,93361,22589,5.6,126498.4,79211,107153,3.7,396466.1,378064,289092.0,2.1,607093.2,1066813.0,456984,1466378.0,1667954,,2.5
1652,21-07-2023,7,35,33,36,31,10,7,['XPHN37564'],19,14,1,0,33716628.0,0.0,0,0,0.0,0.0,4,1,25689.5,25689.5,4,5,1391.5,6957.5,23,187,99.4,18587.8,593,381,45.2,17221.2,1378,374,33.7,12603.8,1297,5817,10.3,59915.1,21089,7691,9.0,69219.0,27088,16969,7.7,130661.3,58941,32800,4.6,150880.0,118614,122817,3.8,466704.6,449586,271663.0,2.9,787822.7,947756.0,458705,1746262.5,1626373,,2.5
1651,18-07-2023,34,35,12,4,45,9,1,['JPHP51906'],19,14,1,0,22669005.0,0.0,0,1,168994.4,168994.4,2,1,13165.5,13165.5,6,5,946.3,4731.5,26,137,111.6,15289.2,406,269,45.2,12158.8,1059,281,33.5,9413.5,1005,4117,10.7,44051.9,15657,5494,9.6,52742.4,19519,12425,7.4,91945.0,46764,22376,4.8,107404.8,87899,81815,4.3,351804.5,303565,190823.0,2.9,553386.7,723488.0,317744,1425088.2,1199396,,2.5
1650,14-07-2023,5,29,48,8,35,5,6,['TNHH26721'],19,14,1,0,14587700.0,0.0,0,1,216941.9,216941.9,2,3,16900.9,50702.7,6,8,1128.0,9024.0,28,168,89.3,15002.4,651,372,43.5,16182.0,1413,353,32.0,11296.0,1350,5594,10.0,55940.0,21537,7875,7.8,61425.0,30850,16637,7.4,123113.8,60425,29686,4.7,139524.2,113533,116581,3.6,419691.6,470633,248437.0,2.9,720467.3,919464.0,425715,1839310.9,1619892,,2.5
1649,11-07-2023,48,28,2,11,42,4,9,['HMGZ06080'],19,14,0,2,31131648.9,62263297.8,2,0,0.0,0.0,3,0,0.0,0.0,6,15,686.0,10290.0,43,177,95.6,16921.2,568,486,34.5,16767.0,1662,380,31.1,11818.0,1298,7158,8.1,57979.8,24767,7659,8.2,62803.8,27258,16911,6.7,113303.7,61942,38581,3.8,146607.8,131874,114609,3.9,446975.1,407310,250137.0,2.8,700383.6,916501.0,436115,63847147.8,1573234,['UK'],2.5
1648,07-07-2023,2,12,19,11,38,8,4,['TLGL04901'],19,14,1,0,54578549.0,0.0,0,0,0.0,0.0,1,1,19419.0,19419.0,6,17,725.8,12338.6,50,255,72.1,18385.5,926,686,28.6,19619.6,2466,570,23.4,13338.0,2115,9646,7.3,70415.8,33617,12105,6.4,77472.0,42976,26144,5.3,138563.2,95953,47208,3.7,174669.6,165314,165630,3.3,546579.0,586538,356453.0,2.4,855487.2,1288917.0,618715,1946287.5,2218879,,2.5
