type,text,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,"Welcome to your ideal retreat, whether as a vacation getaway or a year-round residence, nestled in the scenic town of Midway, Utah. This property boasts breathtaking views of Midway and its surrounding mountain landscape, enjoyable in every season. Located just 10 minutes from the Deer Valley Mayflower lift, 20 minutes from downtown Park City, and immediately adjacent to some of the finest biking trails in the Wasatch Back, this home offers unparalleled convenience and accessibility. Designed by the renowned architecture firm Office DFK, this modern, light-infused home is tailored to its specific lot, enhancing the distinctive features of its setting. Upon entering, you're instantly drawn to the stunning mountain vistas to the south and east, visible through the open staircase that leads to the main living area. Each space is meticulously designed to maximize privacy and natural light, particularly in the open-plan kitchen, living, and dining areas which lead into the expansive master suite. The main floor is also equipped with an office, a large pantry, a half bath, a laundry room, and strategically placed built-in storage to maintain the aesthetic flow of the living spaces. Outdoor entertaining is a delight with a spacious landscaped patio on the upper level, along with additional patios on each floor, blending indoor and outdoor environments with 9' floor-to-ceiling windows across all levels. The lower level includes three bedrooms, two more bathrooms, a sizable theater room, and a versatile bonus room. This bonus room can either extend the theater into a luxurious entertainment and game room or serve as a separate space accessible from the hallway, ideal for a gym, craft room, music studio, or extra storage. Currently under construction and slated for completion Q3 2024, this home offers a unique opportunity for buyer customization during the current phase of construction. Act now to secure this extraordinary property and tailor it to your preferences!",2024.0,4.0,3.0,3.0,1.0,3.0,22216.0,4180.0,2.0,2020-09-09,2150000.0,for_sale
single_family,"If you are on the search for a house built 2020 and newer, vaulted ceilings, quartz countertops, updated finishes, one level living, smart thermostat, outside deck entertaining area, primary en suite with a double vanity, 2 car garage, and over 2500 sq ft including an unfinished basement, than this is the home you've been waiting for! Come and see this amazing rambler with room to expand or have plenty of storage space. All other homes in this area were built in 2000, this home was built in 2020, so no typical repairs items that are needed with a 20 yr old home. Don't miss this opportunity for one of the few houses in Tooele County below 420K built 2020 or newer. No HOA established but built as a PUD. Yards are considered common areas in CC&Rs but has its own sprinkler system, and each owner takes care of their own yard.",2020.0,3.0,2.0,2.0,1.0,2.0,436.0,2568.0,2.0,2020-06-29,415500.0,for_sale
townhomes,"SELLER IS OFFERING A $10, 000 CREDIT TOWARD CLOSING COSTS/RATE BUY-DOWN. You won't want to miss out on this beautiful, updated townhome in the charming city of Midway. Location is everything and this home is definitely in the center of incredible ski resorts, restaurants, rivers and lakes, golf courses, hiking trails, etc. 25 minutes away from incredible skiing at Park City Resort and 10-15 minutes from Deer Valley Resort. 10 minutes away from Deer Creek Reservoir. 5-10 minutes away from 3 incredible golf courses just in Midway alone. Right next to the Provo River for amazing fishing and many other outdoor activities. The interior of the home has been recently updated with new flooring and paint to modernize the space. Brand new 50 gallon water heater installed. The backyard is perfect for BBQs and leads to a huge grass field that's perfect for fun outdoor games with friends and family. Come check it out before it's sold! Square footage figures are provided as a courtesy estimate only and were obtained from tax records. Buyer is advised to obtain an independent measurement.",2000.0,3.0,2.0,1.0,1.0,2.0,871.0,1297.0,2.0,2005-07-05,449000.0,for_sale
single_family,"Welcome to your dream home! This charming single-level abode boasts updates galore and is nestled in a picturesque neighborhood. Step into the stunning kitchen, where modern fixtures and ample counter space await your culinary adventures. A newer roof provides peace of mind, while the inviting curb appeal welcomes you home each day. Outside, discover a spacious backyard complete with a convenient shed for storage or hobbies. Don't miss your chance to own this delightful gem! VACANT AND EASY TO SHOW!",1954.0,3.0,1.0,1.0,1.0,2.0,6534.0,954.0,1.0,2018-05-31,329900.0,for_sale
mobile,"Live in Draper for $109, 000! This 3 bedroom, 2 bath manufactured mobile home offers comfortable living in a serene and quiet area. Conveniently located to schools, restaurants, shopping and freeway access. Enjoy stunning mountain views from the large covered porch which is wheelchair accessible. One level living in this newly updated home - new flooring and fresh paint. Community includes pool, spa, playground, pavilion, dog park and convenience store. Interested buyers must apply and get approval from HOA. www. mountain shadowsutah.com All information deemed reliable, but not guaranteed. Buyer to verify all listing information including square footage, acreage schools. Square footage figures are provided as a courtesy estimate only. Buyer is advised to obtain an independent measurement.",1999.0,3.0,2.0,2.0,1.0,2.0,13939.0,1056.0,1.0,2018-05-31,109000.0,for_sale
land,"28.43 ACRE FARM. Approximate Address: 1450 West 6800 South, Utah County (Near Spanish Fork) Parcel numbers and acres per Utah County. 25-014-0043 (2.431 Acres) 25-014-0050 (26.001 Acres)",2003.0,4.0,0.0,2.0,1.0,2.0,1238411.0,2400.0,2.0,2018-05-31,2500000.0,for_sale
condos,"Upscale, urban elegance in one of Salt Lake's premier locations! Downtown living at its finest! This updated unit includes open an open design with 2 spacious bedrooms and 2 baths. Inside you will find a updated modern kitchen with stainless appliances, high ceilings, charming gas fireplace, LVP flooring, updated bathrooms and more! Private primary bedroom with ensuite bath with double sinks, separate walk in shower shower and bath. Laundry room in suite. Private balcony! Residents of the Club enjoy the luxury of secure building and parking in a dedicated parking garage. Convenient location with access to public transportation, freeway and highways. Short walking distance to downtown entertainment such as restaurants, City Creek, Eccles Theater, Jazz Games and more!",1998.0,2.0,2.0,2.0,1.0,1.0,13939.0,1090.0,1.0,2019-07-31,500000.0,for_sale
single_family,"This home features over 200K of custom upgrades. Step Inside this meticulously designed 1 year old home, located high on the bench offering panoramic city and mountain views. Inside you will be drawn in with the gourmet kitchen, custom cabinets, butler's pantry, custom lighting, accent walls, fully finished basement with a full kitchen, high ceilings, large garage & massive cold storage. Outside you'll love the Jellyfish lighting, swim spa, whole house generator, 220 Volt Car plug & beautiful landscaping with turf. This home is a must see. Square footage figures are provided as a courtesy estimate only. Buyer is advised to obtain an independent measurement.",2021.0,6.0,4.0,3.0,1.0,3.0,11761.0,4252.0,3.0,2018-05-31,985000.0,for_sale
single_family,"Beautiful home with no backdoor neighbors and no HOA. Your own private access to hiking and some of the most colorful scenic views Southern Utah has to offer. Plenty of upgrades in this home, you can feel the quality as soon as you walk through the heavy iron front door. Get lost as you take in the view of the mountains, while you enjoy the natural gas fire pit. Home also features a recirculating pump, faucet over stove, electric blinds in the living room, touch to start kitchen faucet, double the amount of rebar in the concrete, 2x6 construction sprayed in insulation, exterior is wired for hot tub or pool.",2014.0,4.0,3.0,2.0,1.0,3.0,12632.0,2675.0,1.0,2014-04-08,895000.0,for_sale
single_family,"Gorgeous house located at the end of a cul-de-sac in a quiet neighborhood. This spacious property offers 3 bedrooms, 4 baths. Each bedroom has a walk-in closet, ensuring abundant storage for all your needs. You'll find an expansive gourmet kitchen with luxury appliances and a large pantry. The house features a three-car garage, perfect for your vehicles and storage needs. Situated on a generous 1/3 acre lot, you'll have plenty of space to relax and enjoy outdoor activities. The backyard features a sunken trampoline, fire pit, built-in bbq grill and garden area with fruit trees. The neighborhood amenities include a swimming pool, large grass area, two Pickleball courts, a sports court, and playground equipment providing ample opportunities for recreation and entertainment. Don't miss out!",2013.0,3.0,4.0,4.0,1.0,3.0,15682.0,3268.0,1.0,2013-07-08,1069000.0,for_sale
