index,City,Date,Card Type,Exp Type,Gender,Amount
418,"Bengaluru, India",4-Apr-14,Platinum,Bills,F,243950
419,"Delhi, India",14-Apr-15,Silver,Bills,F,32548
420,"Delhi, India",9-Dec-13,Platinum,Bills,F,118126
421,"Greater Mumbai, India",30-Nov-13,Platinum,Bills,F,13325
422,"Greater Mumbai, India",16-Feb-14,Gold,Bills,F,295055
423,"Greater Mumbai, India",12-Jan-15,Platinum,Bills,F,64764
424,"Bengaluru, India",3-Feb-14,Platinum,Bills,F,174520
425,"Delhi, India",5-Nov-13,Signature,Bills,F,72763
426,"Greater Mumbai, India",27-Sep-14,Signature,Bills,F,269809
427,"Delhi, India",29-Jun-14,Silver,Bills,F,81145
428,"Ahmedabad, India",13-Jul-14,Silver,Bills,F,25948
429,"Greater Mumbai, India",23-Jan-15,Silver,Bills,F,120188
430,"Greater Mumbai, India",5-Dec-14,Signature,Bills,F,8259
431,"Delhi, India",15-Apr-14,Signature,Bills,F,285830
432,"Bengaluru, India",27-Apr-15,Gold,Bills,F,67039
433,"Ahmedabad, India",25-Jul-14,Gold,Bills,F,14370
434,"Ahmedabad, India",10-Oct-14,Platinum,Bills,F,54304
435,"Greater Mumbai, India",18-Oct-13,Gold,Bills,F,188856
436,"Ahmedabad, India",18-Jan-14,Gold,Bills,F,44635
437,"Greater Mumbai, India",22-Nov-13,Platinum,Bills,F,227273
438,"Delhi, India",26-Mar-14,Gold,Bills,F,234200
439,"Delhi, India",12-Dec-14,Signature,Bills,F,79053
440,"Greater Mumbai, India",1-Mar-15,Silver,Bills,F,49711
441,"Greater Mumbai, India",29-Oct-14,Signature,Bills,F,203463
442,"Bengaluru, India",29-Jul-14,Signature,Bills,F,196985
443,"Greater Mumbai, India",18-Apr-15,Gold,Bills,F,246457
444,"Delhi, India",5-Nov-13,Platinum,Bills,F,88344
445,"Bengaluru, India",27-Aug-14,Signature,Bills,F,167457
446,"Bengaluru, India",4-Mar-14,Gold,Bills,F,254598
447,"Delhi, India",27-Jan-14,Platinum,Bills,F,102486
448,"Greater Mumbai, India",18-Jan-14,Silver,Bills,F,159428
449,"Bengaluru, India",28-Jan-14,Platinum,Bills,F,296987
450,"Ahmedabad, India",6-Feb-15,Signature,Bills,F,89418
451,"Delhi, India",26-Feb-15,Signature,Bills,F,77247
452,"Bengaluru, India",24-Jan-14,Gold,Bills,F,66542
453,"Greater Mumbai, India",27-Nov-14,Silver,Bills,F,194526
454,"Bengaluru, India",16-Jul-14,Signature,Bills,F,178119
455,"Bengaluru, India",16-May-14,Gold,Bills,F,258653
456,"Delhi, India",2-Nov-14,Silver,Bills,F,97425
457,"Delhi, India",23-May-14,Gold,Bills,F,223185
458,"Greater Mumbai, India",28-Jan-15,Gold,Bills,F,224750
459,"Ahmedabad, India",17-Jan-14,Signature,Bills,F,103363
460,"Greater Mumbai, India",27-Nov-14,Platinum,Bills,F,49090
461,"Bengaluru, India",20-Nov-14,Platinum,Bills,F,140584
462,"Delhi, India",26-Jun-14,Platinum,Bills,F,61272
463,"Delhi, India",2-Jan-14,Silver,Bills,F,25200
464,"Greater Mumbai, India",9-Dec-13,Signature,Bills,F,249893
465,"Bengaluru, India",25-May-14,Gold,Bills,F,91325
466,"Greater Mumbai, India",14-Apr-14,Silver,Bills,F,81641
467,"Greater Mumbai, India",14-Apr-15,Platinum,Bills,F,267700
468,"Greater Mumbai, India",20-Nov-14,Silver,Food,F,193429
469,"Ahmedabad, India",22-Apr-14,Gold,Food,F,97674
470,"Bengaluru, India",8-Mar-14,Silver,Food,F,222579
471,"Bengaluru, India",19-Mar-15,Platinum,Food,F,194846
472,"Greater Mumbai, India",22-Feb-15,Signature,Food,F,62690
473,"Greater Mumbai, India",8-Feb-15,Signature,Food,F,225614
474,"Ahmedabad, India",20-Oct-13,Signature,Food,F,13879
475,"Ahmedabad, India",4-Feb-15,Gold,Food,F,279579
476,"Bengaluru, India",10-Sep-14,Gold,Food,F,253183
477,"Bengaluru, India",10-May-14,Signature,Food,F,183197
478,"Bengaluru, India",27-Aug-14,Gold,Food,F,260046
479,"Bengaluru, India",21-Jul-14,Gold,Food,F,95981
480,"Bengaluru, India",2-Mar-14,Gold,Food,F,157399
481,"Delhi, India",20-Feb-14,Signature,Food,F,140041
482,"Ahmedabad, India",5-Jan-14,Platinum,Food,F,288339
483,"Ahmedabad, India",2-Jan-14,Platinum,Food,F,49494
484,"Bengaluru, India",16-Apr-15,Platinum,Food,F,43954
485,"Bengaluru, India",30-Nov-13,Platinum,Food,F,35543
486,"Greater Mumbai, India",5-Jan-14,Signature,Food,F,12982
487,"Delhi, India",2-Apr-14,Platinum,Food,F,213140
488,"Greater Mumbai, India",22-Oct-13,Platinum,Food,F,95741
489,"Bengaluru, India",7-Dec-13,Platinum,Food,F,129144
490,"Ahmedabad, India",4-Mar-14,Gold,Food,F,115551
491,"Bengaluru, India",26-Apr-14,Gold,Food,F,57961
492,"Ahmedabad, India",4-Jan-15,Silver,Food,F,209527
493,"Ahmedabad, India",8-Jul-14,Gold,Food,F,15892
494,"Bengaluru, India",1-Dec-13,Signature,Food,F,155659
495,"Greater Mumbai, India",17-Jun-14,Silver,Food,F,246215
496,"Greater Mumbai, India",15-Oct-14,Signature,Food,F,149465
497,"Ahmedabad, India",22-Aug-14,Gold,Food,F,259694
498,"Delhi, India",23-Feb-14,Silver,Food,F,70009
499,"Greater Mumbai, India",5-Jan-15,Gold,Food,F,233391
500,"Ahmedabad, India",4-Aug-14,Silver,Food,F,35002
501,"Ahmedabad, India",18-Apr-15,Silver,Food,F,156519
502,"Bengaluru, India",22-Apr-14,Gold,Food,F,286786
503,"Bengaluru, India",18-Sep-14,Signature,Food,F,173244
504,"Bengaluru, India",31-Dec-14,Platinum,Food,F,195804
505,"Ahmedabad, India",9-Feb-15,Platinum,Food,F,162827
506,"Bengaluru, India",26-Jan-15,Signature,Food,F,20036
507,"Bengaluru, India",17-Jul-14,Signature,Food,F,266125
508,"Greater Mumbai, India",10-Mar-14,Signature,Food,F,156531
509,"Ahmedabad, India",20-Oct-14,Signature,Food,F,288673
510,"Ahmedabad, India",13-Oct-14,Signature,Food,F,67474
511,"Delhi, India",28-Sep-14,Platinum,Food,F,220674
512,"Greater Mumbai, India",24-Apr-14,Gold,Food,F,282988
513,"Bengaluru, India",24-Aug-14,Signature,Food,F,206308
514,"Bengaluru, India",27-Nov-14,Platinum,Food,F,243074
515,"Ahmedabad, India",4-Apr-15,Signature,Food,F,247181
516,"Greater Mumbai, India",8-Aug-14,Signature,Food,F,111842
517,"Delhi, India",23-Mar-15,Gold,Food,F,277079
518,"Delhi, India",28-Jan-15,Silver,Food,F,218638
519,"Ahmedabad, India",14-Nov-14,Gold,Food,F,152216
520,"Delhi, India",14-Apr-15,Signature,Food,F,42620
521,"Ahmedabad, India",12-Jan-14,Gold,Food,F,101639
522,"Greater Mumbai, India",2-Mar-14,Silver,Food,F,102966
523,"Bengaluru, India",10-Mar-15,Platinum,Food,F,127650
524,"Greater Mumbai, India",24-Jun-14,Platinum,Food,F,277737
525,"Bengaluru, India",19-Mar-15,Signature,Food,F,251805
526,"Ahmedabad, India",19-Feb-14,Signature,Food,F,288284
527,"Bengaluru, India",22-Oct-13,Gold,Food,F,125290
528,"Bengaluru, India",20-Aug-14,Silver,Food,F,166602
529,"Ahmedabad, India",14-Apr-14,Silver,Food,F,219097
530,"Bengaluru, India",26-Mar-15,Gold,Food,F,34082
531,"Bengaluru, India",8-May-14,Silver,Food,F,20573
532,"Bengaluru, India",28-Oct-13,Platinum,Food,F,245056
533,"Ahmedabad, India",20-Dec-13,Signature,Food,F,131847
534,"Delhi, India",16-Jan-15,Platinum,Food,F,276873
535,"Bengaluru, India",6-May-14,Silver,Food,F,138342
536,"Ahmedabad, India",9-Jan-15,Signature,Food,F,137292
537,"Ahmedabad, India",4-Mar-14,Signature,Food,F,147750
538,"Bengaluru, India",18-Oct-13,Signature,Food,F,2397
539,"Bengaluru, India",16-Jul-14,Gold,Food,F,31051
540,"Delhi, India",1-Oct-14,Signature,Food,F,55137
541,"Greater Mumbai, India",8-Nov-13,Gold,Food,F,136040
542,"Ahmedabad, India",8-Dec-14,Platinum,Food,F,181721
543,"Delhi, India",12-Mar-14,Signature,Food,F,81753
544,"Ahmedabad, India",28-Nov-14,Platinum,Food,F,266386
545,"Ahmedabad, India",3-May-15,Silver,Food,F,259008
546,"Greater Mumbai, India",10-Mar-15,Silver,Food,F,250995
547,"Delhi, India",6-Oct-14,Signature,Food,F,232155
548,"Greater Mumbai, India",13-Feb-14,Silver,Food,F,48012
549,"Delhi, India",1-Jan-15,Signature,Food,F,296543
550,"Greater Mumbai, India",25-Dec-14,Signature,Food,F,246893
551,"Ahmedabad, India",19-Mar-15,Platinum,Food,F,95807
552,"Ahmedabad, India",22-Aug-14,Platinum,Food,F,165278
553,"Ahmedabad, India",15-Aug-14,Silver,Food,F,191618
554,"Greater Mumbai, India",26-Apr-15,Silver,Food,F,159718
555,"Ahmedabad, India",28-Nov-14,Gold,Food,F,213552
556,"Greater Mumbai, India",3-May-15,Gold,Food,F,249061
557,"Delhi, India",24-Feb-14,Silver,Food,F,279377
558,"Delhi, India",19-Dec-14,Silver,Food,F,233694
559,"Bengaluru, India",21-Jun-14,Silver,Food,F,102362
560,"Bengaluru, India",10-Sep-14,Silver,Food,F,108296
561,"Bengaluru, India",13-Apr-15,Gold,Food,F,258275
562,"Bengaluru, India",21-Oct-14,Silver,Food,F,194260
563,"Bengaluru, India",12-Apr-15,Gold,Food,F,167903
564,"Ahmedabad, India",29-Jan-15,Silver,Food,F,128266
565,"Bengaluru, India",19-Jan-15,Signature,Food,F,268543
566,"Ahmedabad, India",17-Mar-14,Signature,Food,F,30653
567,"Greater Mumbai, India",1-Jan-15,Signature,Food,F,189981
568,"Delhi, India",28-Apr-15,Gold,Food,F,230325
569,"Greater Mumbai, India",13-Mar-15,Signature,Food,F,176871
570,"Greater Mumbai, India",9-Dec-14,Platinum,Food,F,171241
571,"Greater Mumbai, India",7-Mar-14,Silver,Food,F,91846
572,"Delhi, India",13-Nov-13,Silver,Food,F,162813
573,"Delhi, India",4-Nov-14,Silver,Food,F,28569
574,"Bengaluru, India",16-Nov-14,Silver,Food,F,231827
575,"Delhi, India",4-Mar-15,Silver,Food,F,281283
576,"Bengaluru, India",15-Oct-13,Silver,Food,F,291358
577,"Delhi, India",27-Jul-14,Signature,Food,F,288888
578,"Delhi, India",22-Nov-14,Gold,Food,F,283575
579,"Greater Mumbai, India",24-Jul-14,Silver,Food,F,132827
580,"Delhi, India",31-Aug-14,Silver,Food,F,200721
581,"Ahmedabad, India",12-Jan-14,Signature,Food,F,190220
582,"Ahmedabad, India",5-Feb-15,Signature,Food,F,265508
583,"Greater Mumbai, India",10-Dec-13,Platinum,Food,F,298838
584,"Greater Mumbai, India",12-Jan-14,Silver,Food,F,203106
585,"Ahmedabad, India",19-Oct-14,Platinum,Food,F,196647
586,"Delhi, India",5-Jan-15,Gold,Food,F,136602
587,"Greater Mumbai, India",24-Feb-14,Gold,Food,F,236980
588,"Greater Mumbai, India",23-Mar-14,Signature,Food,F,59121
589,"Bengaluru, India",7-Jan-14,Silver,Food,F,193944
590,"Greater Mumbai, India",13-Aug-14,Platinum,Food,F,109857
591,"Bengaluru, India",30-Oct-13,Signature,Food,F,57768
592,"Ahmedabad, India",2-Aug-14,Gold,Food,F,207196
593,"Ahmedabad, India",26-Aug-14,Platinum,Food,F,8056
594,"Ahmedabad, India",5-Jan-15,Platinum,Food,F,178478
595,"Bengaluru, India",2-Aug-14,Platinum,Food,F,246046
596,"Ahmedabad, India",29-Apr-14,Platinum,Food,F,192382
597,"Greater Mumbai, India",25-Oct-14,Gold,Food,F,19158
598,"Greater Mumbai, India",15-Dec-14,Platinum,Food,F,9552
599,"Delhi, India",15-Mar-15,Platinum,Food,F,276862
600,"Bengaluru, India",9-Nov-14,Silver,Food,F,147958
601,"Greater Mumbai, India",20-Sep-14,Gold,Food,F,151436
602,"Ahmedabad, India",26-Nov-14,Signature,Food,F,271595
603,"Bengaluru, India",27-Dec-14,Platinum,Food,F,8115
604,"Greater Mumbai, India",27-Jul-14,Silver,Food,F,73172
605,"Delhi, India",3-Sep-14,Signature,Food,F,196816
606,"Ahmedabad, India",16-Feb-14,Signature,Food,F,162829
607,"Bengaluru, India",17-Oct-13,Signature,Food,F,252669
608,"Ahmedabad, India",7-Feb-14,Gold,Food,F,54746
609,"Bengaluru, India",11-Nov-13,Platinum,Food,F,108079
610,"Ahmedabad, India",11-Mar-15,Platinum,Food,F,240804
611,"Ahmedabad, India",7-Mar-15,Silver,Food,F,11289
612,"Bengaluru, India",22-Nov-14,Silver,Food,F,127020
613,"Greater Mumbai, India",4-Apr-14,Signature,Food,F,114777
614,"Delhi, India",17-Jan-15,Platinum,Food,F,88003
615,"Delhi, India",23-Dec-14,Silver,Food,F,153154
616,"Bengaluru, India",16-Oct-14,Gold,Food,F,114863
617,"Bengaluru, India",18-Jul-14,Gold,Food,F,126912
618,"Bengaluru, India",4-Dec-13,Platinum,Food,F,12621
619,"Bengaluru, India",1-Sep-14,Silver,Food,F,248699
620,"Ahmedabad, India",12-Apr-15,Gold,Food,F,232388
621,"Delhi, India",9-Nov-13,Silver,Food,F,168039
622,"Delhi, India",4-Oct-13,Silver,Food,F,122944
623,"Bengaluru, India",19-May-14,Platinum,Food,F,171746
624,"Greater Mumbai, India",11-Aug-14,Platinum,Food,F,168495
625,"Ahmedabad, India",20-Sep-14,Signature,Food,F,252614
626,"Greater Mumbai, India",28-Apr-15,Platinum,Food,F,233161
627,"Greater Mumbai, India",17-Nov-13,Gold,Food,F,85459
628,"Ahmedabad, India",11-Mar-14,Signature,Food,F,156075
629,"Greater Mumbai, India",16-Jul-14,Signature,Food,F,161329
630,"Greater Mumbai, India",14-Jan-14,Gold,Food,F,183105
631,"Delhi, India",1-Nov-14,Signature,Food,F,252691
632,"Delhi, India",4-Apr-15,Gold,Food,F,221345
633,"Ahmedabad, India",4-Jun-14,Platinum,Food,F,131014
634,"Ahmedabad, India",28-Dec-13,Gold,Food,F,21571
635,"Greater Mumbai, India",16-Oct-13,Silver,Food,F,152307
636,"Greater Mumbai, India",11-Mar-15,Platinum,Food,F,193060
637,"Bengaluru, India",8-Jan-15,Silver,Food,F,133084
638,"Ahmedabad, India",8-May-14,Gold,Food,F,194361
639,"Ahmedabad, India",5-Sep-14,Silver,Food,F,286369
640,"Greater Mumbai, India",5-Dec-13,Silver,Food,F,294814
641,"Bengaluru, India",1-Oct-14,Gold,Food,F,276647
642,"Greater Mumbai, India",20-Dec-13,Signature,Food,F,269712
643,"Bengaluru, India",30-Dec-13,Silver,Food,F,167306
644,"Greater Mumbai, India",19-Nov-14,Silver,Food,F,102247
645,"Bengaluru, India",15-Oct-14,Platinum,Food,F,169677
646,"Greater Mumbai, India",9-Jul-14,Signature,Food,F,253586
647,"Delhi, India",27-Apr-14,Gold,Food,F,285567
648,"Ahmedabad, India",13-Oct-13,Signature,Food,F,155529
649,"Delhi, India",17-Nov-14,Platinum,Food,F,214039
650,"Greater Mumbai, India",4-Jan-15,Signature,Food,F,25392
651,"Ahmedabad, India",9-Mar-15,Platinum,Food,F,157972
652,"Greater Mumbai, India",15-Jun-14,Silver,Food,F,200754
653,"Delhi, India",22-Feb-14,Silver,Food,F,24981
654,"Delhi, India",10-Jun-14,Silver,Food,F,223418
655,"Bengaluru, India",6-Aug-14,Signature,Food,F,23309
656,"Bengaluru, India",4-Mar-14,Signature,Food,F,85771
657,"Delhi, India",30-Jan-15,Silver,Food,F,189297
658,"Greater Mumbai, India",15-Mar-14,Gold,Food,F,125003
659,"Ahmedabad, India",20-Feb-15,Silver,Food,F,226929
660,"Greater Mumbai, India",13-Feb-15,Silver,Food,F,176275
661,"Bengaluru, India",6-Feb-15,Platinum,Food,F,253338
662,"Ahmedabad, India",13-Jul-14,Signature,Food,F,213508
663,"Delhi, India",4-Jan-14,Platinum,Food,F,147766
664,"Bengaluru, India",25-Jul-14,Signature,Food,F,275085
665,"Ahmedabad, India",10-Nov-14,Platinum,Food,F,40010
666,"Ahmedabad, India",22-Nov-14,Signature,Food,F,66775
667,"Ahmedabad, India",25-Nov-14,Platinum,Food,F,292554
668,"Delhi, India",1-Nov-14,Platinum,Food,F,263104
669,"Delhi, India",29-Nov-14,Platinum,Food,F,154806
670,"Bengaluru, India",29-Jan-15,Gold,Food,F,129650
671,"Ahmedabad, India",16-Jan-15,Signature,Food,F,249446
672,"Bengaluru, India",9-Aug-14,Signature,Food,F,135794
673,"Ahmedabad, India",31-Aug-14,Platinum,Food,F,16468
674,"Greater Mumbai, India",17-Jan-14,Gold,Food,F,185621
675,"Delhi, India",17-Sep-14,Platinum,Food,F,279320
676,"Greater Mumbai, India",29-Dec-13,Platinum,Food,F,271787
677,"Ahmedabad, India",29-Oct-13,Silver,Food,F,64241
678,"Bengaluru, India",31-Mar-14,Platinum,Food,F,297737
679,"Bengaluru, India",29-Jun-14,Gold,Food,F,192039
680,"Delhi, India",12-Apr-15,Gold,Food,F,39866
681,"Bengaluru, India",22-Aug-14,Gold,Food,F,112782
682,"Delhi, India",17-Oct-13,Gold,Food,F,113433
683,"Greater Mumbai, India",16-May-15,Gold,Food,F,95081
684,"Bengaluru, India",13-Nov-13,Signature,Food,F,148769
685,"Ahmedabad, India",30-Dec-13,Gold,Food,F,161873
686,"Bengaluru, India",23-Feb-15,Gold,Food,F,225071
687,"Delhi, India",9-Mar-15,Gold,Food,F,260239
688,"Greater Mumbai, India",30-Mar-15,Gold,Food,F,161682
689,"Greater Mumbai, India",7-Nov-14,Signature,Food,F,59926
690,"Bengaluru, India",2-May-14,Platinum,Food,F,22964
691,"Greater Mumbai, India",14-Oct-13,Platinum,Food,F,48570
692,"Bengaluru, India",17-Oct-14,Silver,Food,F,52970
693,"Bengaluru, India",20-Feb-15,Platinum,Food,F,13160
694,"Ahmedabad, India",6-May-14,Gold,Food,F,295163
695,"Bengaluru, India",27-Apr-15,Silver,Food,F,158649
696,"Delhi, India",22-Oct-13,Platinum,Food,F,120780
697,"Bengaluru, India",6-Mar-15,Signature,Food,F,72366
698,"Greater Mumbai, India",24-Jan-15,Silver,Food,F,281805
699,"Bengaluru, India",1-Jun-14,Platinum,Food,F,197325
700,"Bengaluru, India",31-Dec-14,Platinum,Food,F,167243
701,"Delhi, India",30-Sep-14,Signature,Food,F,34451
702,"Ahmedabad, India",20-Sep-14,Gold,Food,F,30120
703,"Delhi, India",19-Nov-13,Silver,Food,F,189018
704,"Bengaluru, India",2-Nov-14,Silver,Food,F,237971
705,"Bengaluru, India",19-Apr-15,Gold,Food,F,71741
706,"Ahmedabad, India",30-Dec-13,Signature,Food,F,231370
707,"Greater Mumbai, India",1-May-15,Gold,Food,F,166896
708,"Delhi, India",9-Jul-14,Signature,Food,F,116086
709,"Delhi, India",25-Mar-14,Signature,Food,F,35506
710,"Ahmedabad, India",6-Feb-14,Signature,Food,F,247122
711,"Bengaluru, India",19-Oct-14,Platinum,Food,F,230876
712,"Bengaluru, India",4-Apr-15,Signature,Food,F,20358
713,"Delhi, India",24-May-15,Platinum,Food,F,162487
714,"Bengaluru, India",15-Apr-14,Signature,Food,F,245076
715,"Greater Mumbai, India",13-Aug-14,Silver,Food,F,217488
716,"Ahmedabad, India",9-Aug-14,Gold,Food,F,23818
717,"Bengaluru, India",7-Mar-15,Platinum,Food,F,298295
718,"Delhi, India",26-Mar-14,Signature,Food,F,264509
719,"Delhi, India",22-May-15,Platinum,Food,F,127526
720,"Greater Mumbai, India",26-Dec-13,Platinum,Food,F,158856
721,"Ahmedabad, India",1-Sep-14,Silver,Food,F,233893
722,"Delhi, India",14-Mar-14,Gold,Food,F,61388
723,"Delhi, India",30-Jan-14,Signature,Food,F,149081
724,"Ahmedabad, India",5-Apr-15,Gold,Food,F,103225
725,"Ahmedabad, India",10-Jan-15,Gold,Food,F,254211
726,"Delhi, India",20-Aug-14,Silver,Food,F,64034
727,"Bengaluru, India",4-Jun-14,Signature,Food,F,27479
728,"Greater Mumbai, India",15-Mar-14,Platinum,Food,F,175112
729,"Greater Mumbai, India",13-Jan-14,Platinum,Food,F,9001
730,"Bengaluru, India",3-Mar-14,Platinum,Food,F,115150
731,"Bengaluru, India",28-Mar-14,Gold,Food,F,15615
732,"Greater Mumbai, India",16-Jan-14,Gold,Food,F,56905
733,"Ahmedabad, India",7-Nov-14,Signature,Food,F,83916
734,"Delhi, India",6-May-15,Signature,Food,F,123754
735,"Greater Mumbai, India",16-Nov-14,Platinum,Food,F,81289
736,"Delhi, India",9-Apr-15,Gold,Food,F,70494
737,"Ahmedabad, India",23-Aug-14,Gold,Food,F,268849
738,"Delhi, India",23-Aug-14,Gold,Food,F,154645
739,"Ahmedabad, India",4-Apr-14,Gold,Food,F,187546
740,"Ahmedabad, India",1-Jan-15,Silver,Food,F,209232
741,"Bengaluru, India",12-Mar-14,Platinum,Food,F,9999
742,"Delhi, India",19-Feb-15,Platinum,Food,F,106503
743,"Ahmedabad, India",5-Feb-15,Platinum,Food,F,183105
744,"Bengaluru, India",28-Dec-13,Platinum,Food,F,14531
745,"Ahmedabad, India",1-Jan-15,Signature,Food,F,75187
746,"Delhi, India",10-May-15,Platinum,Food,F,241709
747,"Bengaluru, India",6-Oct-13,Gold,Food,F,41266
748,"Ahmedabad, India",13-Jan-15,Signature,Food,F,151734
749,"Delhi, India",23-Jul-14,Silver,Food,F,49249
750,"Ahmedabad, India",13-May-15,Silver,Food,F,7448
751,"Bengaluru, India",19-Mar-14,Silver,Food,F,38146
752,"Greater Mumbai, India",16-Sep-14,Silver,Food,F,130542
753,"Delhi, India",2-Sep-14,Silver,Food,F,267807
754,"Bengaluru, India",1-Aug-14,Silver,Food,F,205047
755,"Ahmedabad, India",23-Feb-14,Silver,Food,F,173596
756,"Greater Mumbai, India",1-Feb-15,Silver,Food,F,222368
757,"Bengaluru, India",29-Apr-15,Silver,Food,F,283399
758,"Bengaluru, India",10-Jan-15,Silver,Bills,F,291839
759,"Delhi, India",6-Apr-15,Silver,Food,F,222487
760,"Ahmedabad, India",11-Dec-13,Silver,Entertainment,F,236449
761,"Greater Mumbai, India",15-Oct-13,Silver,Food,F,152705
762,"Ahmedabad, India",26-Feb-14,Silver,Grocery,F,36575
763,"Bengaluru, India",6-May-14,Silver,Fuel,F,194493
764,"Delhi, India",3-Nov-14,Silver,Food,F,58116
765,"Delhi, India",12-Apr-15,Silver,Entertainment,F,179481
766,"Greater Mumbai, India",22-Feb-15,Silver,Food,F,205735
767,"Greater Mumbai, India",27-Dec-14,Silver,Fuel,F,249400
768,"Delhi, India",25-May-14,Silver,Grocery,F,213000
769,"Ahmedabad, India",28-Oct-13,Silver,Food,F,174245
770,"Delhi, India",1-Sep-14,Silver,Food,F,191860
771,"Delhi, India",17-Mar-14,Silver,Food,F,156171
772,"Greater Mumbai, India",8-Dec-13,Silver,Grocery,F,183633
773,"Bengaluru, India",3-May-14,Silver,Food,F,282970
774,"Greater Mumbai, India",29-Nov-13,Silver,Food,F,67213
775,"Greater Mumbai, India",27-Dec-13,Silver,Entertainment,F,299122
776,"Bengaluru, India",22-Oct-14,Silver,Entertainment,F,132237
777,"Ahmedabad, India",26-Apr-15,Silver,Entertainment,F,64149
778,"Bengaluru, India",24-May-15,Silver,Bills,F,106831
779,"Bengaluru, India",9-Jan-15,Silver,Bills,F,147225
780,"Bengaluru, India",15-Oct-14,Silver,Grocery,F,53822
781,"Ahmedabad, India",10-Oct-13,Silver,Food,F,74794
782,"Ahmedabad, India",12-Dec-13,Silver,Food,F,29985
783,"Greater Mumbai, India",18-Dec-14,Silver,Fuel,F,239856
784,"Greater Mumbai, India",2-Nov-14,Silver,Bills,F,168234
785,"Greater Mumbai, India",14-Apr-14,Silver,Fuel,F,10476
786,"Greater Mumbai, India",30-Nov-14,Silver,Bills,F,210425
787,"Ahmedabad, India",2-Nov-13,Silver,Grocery,F,171803
788,"Delhi, India",15-Jun-14,Silver,Fuel,F,31365
789,"Ahmedabad, India",4-Dec-14,Silver,Entertainment,F,231629
790,"Greater Mumbai, India",13-Dec-13,Silver,Bills,F,79856
791,"Ahmedabad, India",24-Oct-14,Silver,Food,F,129599
792,"Delhi, India",5-May-15,Silver,Grocery,F,177579
793,"Greater Mumbai, India",1-May-14,Silver,Grocery,F,230362
794,"Ahmedabad, India",11-Mar-15,Silver,Grocery,F,285777
795,"Bengaluru, India",3-Jul-14,Silver,Entertainment,F,213640
796,"Bengaluru, India",7-Dec-14,Silver,Bills,F,214511
797,"Ahmedabad, India",17-Sep-14,Silver,Fuel,F,36849
798,"Delhi, India",4-Apr-15,Silver,Grocery,F,160601
799,"Greater Mumbai, India",16-Oct-14,Silver,Fuel,F,273374
800,"Bengaluru, India",21-Jul-14,Silver,Food,F,49592
801,"Ahmedabad, India",16-Oct-14,Silver,Entertainment,F,287849
802,"Ahmedabad, India",10-Apr-14,Silver,Grocery,F,290413
803,"Ahmedabad, India",11-Mar-15,Silver,Grocery,F,253375
804,"Bengaluru, India",3-Aug-14,Silver,Fuel,F,251295
805,"Bengaluru, India",22-Apr-15,Silver,Food,F,236861
806,"Delhi, India",29-Nov-14,Silver,Bills,F,299032
807,"Delhi, India",18-May-15,Silver,Bills,F,139246
808,"Bengaluru, India",5-Nov-13,Silver,Bills,F,139130
809,"Greater Mumbai, India",4-Oct-13,Silver,Entertainment,F,116700
810,"Ahmedabad, India",4-Jul-14,Silver,Fuel,F,211228
811,"Delhi, India",9-Oct-14,Silver,Bills,F,146817
812,"Delhi, India",19-Jul-14,Silver,Grocery,F,274970
813,"Bengaluru, India",25-Apr-14,Silver,Entertainment,F,37144
814,"Delhi, India",17-Jul-14,Silver,Grocery,F,46381
